SEASON,MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2019,July,II,Cagayan,Gonzaga,Cabiraoan,18.32638,122.08793,,,36,222,Tillering,BLS,2,2,1,,,2,,,,,,2019
DS 2018-2019,March,II,Cagayan,Gonzaga,Cabiraoan,18.32638,122.08793,,,49,Inbred/Hybrid,Tillering,Rice Blast,2,2,2,,,2,0,,,,,2019
WS 2019,July,II,Cagayan,Gonzaga,Cabiraoan,18.32638,122.08793,,,56,SL-8,Tillering,Rice tungro virus,1.5,1.5,2,,,1.5,,,,,,2019
DS 2018-2019,March,II,Cagayan,Gonzaga,Cabiraoan,18.32638,122.08793,,,27,SL-8,Flowering,Stem Borer,2.5,2.5,2,,,2.5,0,,,,,2019
DS 2018-2019,April,II,Cagayan,Sta. Praxedes,Cadongdongan,18.4945,120.9932,,,10,Bigante Plus,Dough,Armyworm,15,15,2,,,15,,,,,,2019
DS 2018-2019,March,II,Isabela,City of Ilagan,Cabisera 19,17.065,121.9502,,,15,Bigante Plus/PHB-79/SL-8/PHB-77/,Dough,BPH,3,3,2,,,3,0,,,,,2019
WS 2019,August,II,Quirino,Diffun,Cajel,16.5645,121.5123,,,10,NSIC 438/222,Tillering,Leaffolder,3.1,3.1,2,,,3.1,,,,,,2019
DS 2018-2019,April,II,Cagayan,Alcala,Calantac,17.9062,121.7225,,,15,SL-8/PHB 79,Dough,BPH,1,1,2,,,1,,,,,,2019
DS 2018-2019,April,II,Nueva Vizcaya,Quezon,Caliat,16.4984,121.272,,,10,Pioneer 77,Reproductive,BPH,0.75,0.75,15,,,0.75,,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,Caliguian,17.059393,121.695122,,,20,IB58025A,Dough,Neck Rot,1.2,1.2,2,,,1.2,,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Caliguian,17.059393,121.695122,,,21,"SL-8, Bigante, S6003, PHB79, 77, 223",Tillering,Rodents,214,214,2,,,214,0,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,Caliguian,17.059393,121.695122,,,85,IB58025A,Dough,Stem Borer,1.2,1.2,5,,,1.2,,,,,,2019
DS 2018-2019,March,II,Isabela,Cordon,Calimaturod,16.646,121.4947,,,35,NSIC Rc 402,Dough,BPH,3,3,2,,,3,0,,,,,2019
DS 2018-2019,March,II,Isabela,Cordon,Calimaturod,16.646,121.4947,,,45,NSIC Rc 401,Dough,Neck Rot,3,3,2,,,3,0,,,,,2019
DS 2018-2019,March,II,Isabela,Cordon,Calimaturod,16.646,121.4947,,,154,NSIC Rc 401,Milking,Stem Borer,1.1,1.1,2,,,1.1,0,,,,,2019
DS 2018-2019,February,II,Isabela,Angadanan,Campanario,16.7182,121.7456,,,215,NSIC Rc122,Panicle Initiation,Rice Blast,2,2,20,,,2,0,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Aritao,Canabuan,16.1468,121.0892,,,200,NSIC Rc 222,Tillering,BPH,24.5,24.5,5,,,24.5,,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Aritao,Canarem,16.1834,121.076,,,312,Bigante Plus,Tillering,BPH,10,10,5,,,,,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Bayombong,Casat,16.5227,121.1413,,,200,222,Tillering,RBB,1,1,5,,,1,,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Catabban,17.0302,121.7398,,,15,"SL-8, Bigante, S6003, PHB79, 77, 233",Tillering,Rodents,32,32,2,,,32,0,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Cebu,16.7586,121.5938,,,20,Inbred/Hybrid,Dough,Stem Borer,0.53,0.53,2,,,0.53,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Guillermo,Centro 1,16.7218,121.81,,,35,PHB-77,Tillering,Rice Blast,1.5,1.5,2,,,1.5,0,,,,,2019
DS 2018-2019,February,II,Isabela,Angadanan,Centro 2,16.7559,121.7465,,,36,Bigante Plus,Flowering,Neck Rot,0.4,0.4,5,,,0.4,0,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Centro West,18.4113,121.5098,,,49,Hybrid,Booting,Rodents,2,2,2,,,2,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Guillermo,Colarado,16.7422,121.8553,,,56,NK-5017/222,Panicle Initiation,Rice Blast,1.2,1.2,2,,,1.2,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Cullalabo Del Norte,17.02696,121.740472,,,27,"SL-8, Bigante, S6003, PHB79, 77, 232",Tillering,Rodents,27,27,2,,,27,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Cullalabo Del Sur,17.1009,121.7003,,,61,"SL-8, Bigante, S6003, PHB79, 77, 231",Tillering,Rodents,30,30,2,,,30,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Alcala,Dalaoig,17.9787,121.7239,,,2,Inbred/Hybrid,Dough,Rodents,2,2,2,,,2,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Dalig,17.036177,121.737717,,,78,"SL-8, Bigante, S6003, PHB79, 77, 227",Tillering,Rodents,56,56,2,,,56,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Mateo,Daramuangan Sur,16.8899,121.5953,,,2.1,NSIC Rc352,Booting,Rice Blast,1.8,1.8,20,,,1.8,0,,,,,2019
DS 2018-2019,February,II,Isabela,Jones,Dicamay I,6.5982,121.9045,,,4.51,Bigante Plus,Panicle Initiation,Rice Blast,3.6,3.6,5,,,3.6,0,,,,,2019
DS 2018-2019,April,II,Isabela,San Guillermo,Dingading,16.6926,121.8819,,,8.35,PHB-79/C-10/NK-5017,Milking,BPH,8.35,8.35,5,,,8.35,,,,,,2019
DS 2018-2019,April,II,Isabela,San Guillermo,Dingading,16.6926,121.8819,,,0.7,C-10,Milking,Stem Borer,0.7,0.7,5,,,0.7,,,,,,2019
WS 2019,September,II,Quirino,Nagtipunan,Dipantan,16.2655,121.6479,,,5.2,Hybrid/NSIC Rc258/NSIC Rc222/PHB 77/ Red Rice/NK5017,Panicle Initiation,BPH,5.2,5.2,15,,,5.2,,,,,,2019
DS 2018-2019,February,II,Isabela,San Guillermo,Dipacamo,16.7088,121.8398,,,0.5,BIGANTE,Milking,Neck Rot,0.5,0.5,2,,,0.5,0,,,,,2019
DS 2018-2019,February,II,Quirino,Maddela,Dipintin,16.2866,121.6592,,,3,Inbred/Hybrid,Tillering,RBB,3,3,2,,,3,0,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Doña Paulina,16.7417,121.6567,,,324.08,Inbred/Hybrid,Dough,Stem Borer,0.32,0.32,2,,,0.32,0,,,,,2019
DS 2018-2019,February,II,Quirino,Maddela,Dumabato Norte,16.3407,121.662,,,2,NSIC 222,Reproductive,BLB,2,2,2,,,2,0,,,,,2019
DS 2018-2019,February,II,Quirino,Maddela,Dumabato Norte,16.3407,121.662,,,2,NSIC 222,Reproductive,Rodents,2,2,2,,,2,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Sta. Ana,Dungeg,18.4446,122.2212,,,12.25,SL-8,Reproductive,Armyworm,12.25,12.25,2,,,12.25,0,,,,,2019
DS 2018-2019,January,II,Isabela,Cauayan City,Faustino,16.882917,121.772687,,,,Inbred/Hybrid,Tillering,RBB,1,1,2,,,1,0,, ,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Fugu,18.348428,121.518512,,,1,Hybrid,Booting,Rodents,1,1,2,,,1,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Lasam,Gabun,18.09222,121.58651,,,2,222,Flowering,Stem Borer,2,2,2,,,2,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Mateo,Gaddanan,16.8764,121.6345,,,1,Bigante Plus,Milking,Neck Rot,0.4,0.4,5,,,0.4,0,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Dupax Del Sur,Ganao,16.1671,121.181,,,36.3,222,Tillering,BPH,36.3,36.3,5,,,36.3,,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Gomes,16.73565,121.63805,,,396.94,Inbred/Hybrid,Dough,Stem Borer,0.39,0.39,2,,,0.39,0,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Gud,16.7711,121.614,,,580.46,Inbred/Hybrid,Dough,Stem Borer,0.58,0.58,2,,,0.58,0,,,,,2019
DS 2018-2019,March,II,Quirino,Diffun,Gulac,16.6246,121.5345,,,1,SL-8,Dough,Stem Borer,1,1,2,,,1,0,,,,,2019
DS 2018-2019,March,II,Quirino,Cabarroguis,Gundaway,16.51289,121.52236,,,6.4,Bigante/222/401/NSIC 300,Panicle Initiation,BLB,6.4,6.4,20,,,6.4,0,,,,,2019
DS 2018-2019,March,II,Quirino,Cabarroguis,Gundaway,16.51289,121.52236,,,0.8,Bigante,Panicle Initiation,Semi looper,0.8,0.8,2,,,0.8,0,,,,,2019
DS 2018-2019,March,II,Quirino,Cabarroguis,Gundaway,16.51289,121.52236,,,3.6,Bigante,Flowering,Stem Borer,3.6,3.6,2,,,3.6,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Villaverde,Ibung,16.608803,121.179629,,,2,222,,RBB,2,2,2,,,2,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Villaverde,Ibung,16.608803,121.179629,,,7,PH-79,Tillering,RBB,7,7,5,,,7,0,,,,,2019
WS 2019,November,II,Quirino,Diffun,Isidro Paredes,16.6085,121.5122,,,1,222,Tillering,Leaffolder,1,1,2,,,1,,,,,,2019
DS 2018-2019,March,II,Quirino,Diffun,Isidro Paredes,16.6085,121.5122,,,0.5,222,Reproductive,Stem Borer,0.5,0.5,2,,,0.5,0,,,,,2019
WS 2019,October,II,Quirino,Saguday,La Paz,16.5764,121.5712,,,10.7,Inbred/Hybrid,Dough,Armyworm,10.7,10.7,2,,,10.7,,,,,,2019
WS 2019,August,II,Quirino,Saguday,La Paz,16.5764,121.5712,,,6.5,NK 5017/TH 82,Tillering,BLB,6.5,6.5,15,,,6.5,,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Dupax del Norte,Lamo,16.3337,121.1078,,,0.8,222,,RBB,0.8,0.8,2,,,0.8,0,,,,,2019
WS 2019,July,II,Cagayan,Solana,Lanna,17.6978,121.6976,,,2,SL 8,Tillering,BLB,2,2,1,,,2,,,,,,2019
WS 2019,May,II,Nueva Vizcaya,Bayombong,Luyang,16.4954,121.1475,,,2,Phb 82,Tillering,Rice Blast,2,2,2,,,2,,,,,,2019
WS 2019,May,II,Nueva Vizcaya,Bayombong,Luyang,16.4954,121.1475,,,1.5,222,Tillering,Rodents,1.5,1.5,2,,,1.5,,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Mabuttal West,8.378,121.51,,,1,Hybrid,Tillering,Rice Blast,1,1,2,,,1,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Lasam,Magsaysay,18.1008,121.534,,,2.5,TH-82,Tillering,Rice Blast,2.5,2.5,2,,,2.5,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Lasam,Magsaysay,18.1008,121.534,,,1.5,Inbred/Hybrid,Flowering,Rice Scald,1.5,1.5,2,,,1.5,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Malasin,17.047534,121.71962,,,64,"SL-8, Bigante, S6003, PHB79, 77, 229",Tillering,Rodents,51,51,2,,,51,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Mapurao,18.1606,121.4984,,,3.5,SL-8,Booting,Rice Blast,3.5,3.5,2,,,3.5,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Baggao,Masical,17.9169,121.7522,,,1,PHB-79,Dough,Stem Borer,1,1,2,,,1,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Masigun,17.0481,121.6999,,,83,"SL-8, Bigante, S6003, PHB79, 77, 222",Tillering,Rodents,47,47,2,,,47,0,,,,,2019
DS 2018-2019,March,II,Isabela,Naguilian,Minanga,16.9718,121.8374,,,,SL-8,Dough,BPH,0.8,0.8,2,,,0.8,0,, ,,,2019
DS 2018-2019,March,II,Isabela,Naguilian,Minanga,16.9718,121.8374,,,,Bigante Plus,Reproductive,Rice Blast,0.5,0.5,2,,,0.5,0,, ,,,2019
DS 2018-2019,March,II,Isabela,Naguilian,Minanga,16.9718,121.8374,,,,Bigante Plus,Reproductive,Stem Borer,1.5,1.5,2,,,1.5,0,, ,,,2019
DS 2018-2019,February,II,Cagayan,Tuao,Mungo,17.7199,121.4737,,,3.6,Inbred/Hybrid,Tillering,Rice Blast,3.6,3.6,2,,,3.6,0,,,,,2019
DS 2018-2019,February,II,Cagayan,Tuao,Mungo,17.7199,121.4737,,,3,Longping/222,Tillering,Stem Borer,3,3,2,,,3,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Nagattatan,18.1421,121.497,,,4.5,SL-8,Booting,Rice Blast,4.5,4.5,2,,,4.5,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Villaverde,Nagbitin,16.6019,121.1578,,,0.5,222,Tillering,RBB,0.5,0.5,2,,,0.5,0,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Nagbukel,16.7681,121.6376,,,348.8,Inbred/Hybrid,Dough,Stem Borer,0.34,0.34,2,,,0.34,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6319,121.1978,,,5,222,Tillering,RBB,5,5,2,,,5,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Bagabag,Nangalisan,16.6319,121.1978,,,42.4,222,Tillering,RBB,30.7,30.7,2,,,30.7,0,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Nararagan,18.296699,121.486881,,,2,Inbred/SL-8,Tillering,BLS,2,2,1,,,2,0,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Nararagan,18.296699,121.486881,,,1,SL-8,Tillering,Rodents,1,1,2,,,1,0,,,,,2019
DS 2018-2019,January,II,Cagayan,Solana,Natappian,17.6769,121.7134,,,1,SL-8,Booting,BLB,1,1,1,,,1,0,,,,,2019
WS 2019,July,II,Cagayan,Solana,Natappian,17.6769,121.7134,,,3,SL 8,Tillering,BLB,3,3,1,,,3,,,,,,2019
DS 2018-2019,January,II,Cagayan,Solana,Natappian,17.6769,121.7134,,,2,SL-8,Booting,BLS,2,2,1,,,2,0,,,,,2019
DS 2018-2019,February,II,Isabela,Cauayan City,Nungnungan,16.8881,121.7566,,,3,222,Dough,Neck Rot,3,3,2,,,3,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Mateo,OCP,16.8913,121.5652,,,0.9,GSR,Milking,Neck Rot,0.3,0.3,2,,,0.3,0,,,,,2019
WS 2019,June,II,Nueva Vizcaya,Solano,Pilar D. Galima,16.5359,121.1626,,,1,Pioneer,Tillering,RBB,1,1,2,,,1,,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Pacac,18.24,121.5708,,,1,Inbred/Hybrid,Booting,BLB,1,1,2,,,1,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Pacac,18.24,121.5708,,,4,SL-8,Booting,BLS,4,4,1,,,4,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Pacac,18.24,121.5708,,,1,SL-8,Booting,Rice Blast,1,1,2,,,1,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Guillermo,Palawan,16.7035,121.8501,,,1.2,PHB-79,Booting,Rice Blast,1.2,1.2,5,,,1.2,0,,,,,2019
WS 2019,September,II,Isabela,City of Ilagan,Pasa,17.18875,121.96643,,,1.95,PHB,Booting,BPH,1.95,1.95,15,,,1.95,,,,,,2019
WS 2019,August,II,Nueva Vizcaya,Solano,Pilar D. Galima,16.5359,121.1626,,,1.5,222,Dough,RBB,1.5,1.5,5,,,1.5,,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Solano,Pilar D. Galima,16.5359,121.1626,,,1,222,,RBB,1,1,2,,,1,0,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Ramos West,16.6968,121.6103,,,282.15,Inbred/Hybrid,Dough,Stem Borer,0.28,0.28,2,,,0.28,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,Raniag,17.048438,121.751807,,,83,"SL-8, Bigante, S6003, PHB79, 77, 235",Tillering,Rodents,43,43,2,,,43,0,,,,,2019
DS 2018-2019,March,II,Isabela,Cordon,Rizal,16.7459,121.46,,,2,NSIC Rc 222,Dough,Neck Rot,2,2,20,,,2,0,,,,,2019
WS 2019,November,II,Quirino,Saguday,Rizal,16.5454,121.5634,,,0.8,TH-40,Tillering,,0.8,0.8,2,,,0.8,,,,,,2019
DS 2018-2019,March,II,Isabela,San Isidro,Rizal West,16.7381,121.6143,,,404.23,Inbred/Hybrid,Dough,Stem Borer,0.4,0.4,2,,,0.4,0,,,,,2019
DS 2018-2019,April,II,Nueva Vizcaya,Quezon,Runruno,16.4251,121.3239,,,31.7,TH-82,Reproductive,BPH,31.7,31.7,15,,,31.7,,,,,,2019
DS 2018-2019,February,II,Isabela,San Mateo,Salinungan West,16.8662,121.6154,,,1.5,NSIC Rc222,Milking,Neck Rot,1.5,1.5,5,,,1.5,0,,,,,2019
WS 2019,August,II,Quirino,Saguday,Salvacion,16.5681,121.5895,,,10.4,NSIC 222/NSIC 216,Booting,Leaffolder,10.4,10.4,5,,,10.4,,,,,,2019
DS 2018-2019,January,II,Cagayan,Solana,Sampaguita,17.6866,121.5929,,,1,PHB 79,Booting,Stem Borer,1,1,2,,,1,0,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Antonino,17.08818,121.71465,,,0.5,222,Dough,Neck Rot,0.5,0.5,5,,,0.5,,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,San Antonino,17.08818,121.71465,,,112,"SL-8, Bigante, S6003, PHB79, 77, 234",Tillering,Rodents,46,46,2,,,46,0,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Antonino,17.08818,121.71465,,,0.5,222,Dough,Stem Borer,0.5,0.5,5,,,0.5,,,,,,2019
DS 2018-2019,February,II,Isabela,Cauayan City,San Antonio,16.8628,121.7997,,,1.1,Bigante,Flowering,BPH,1.1,1.1,2,,,1.1,0,,,,,2019
DS 2018-2019,February,II,Isabela,Cauayan City,San Antonio,16.8628,121.7997,,,1.5,Bigante,Flowering,Stem Borer,1.5,1.5,2,,,1.5,0,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,San Bonifacio,17.041615,121.770267,,,93,"SL-8, Bigante, S6003, PHB79, 77, 230",Tillering,Rodents,46,46,2,,,46,0,,,,,2019
DS 2018-2019,February,II,Isabela,Cauayan City,San Francisco,16.8906,121.7929,,,2,Bigante,Booting,BPH,2,2,2,,,2,0,,,,,2019
WS 2019,May,II,Isabela,City of Ilagan,San Ignacio,17.2001,121.8656,,,1,SL-8,Booting,BLS,1,1,2,,,1,,,,,,2019
DS 2018-2019,January,II,Isabela,City of Ilagan,San Ignacio,17.2001,121.8656,,,,Inbred/Hybrid,Tillering,RBB,1,1,5,,,1,0,, ,,,2019
WS 2019,May,II,Isabela,City of Ilagan,San Ignacio,17.2001,121.8656,,,1.3,SL-8,Dough,RBB,1.3,1.3,5,,,1.3,,,,,,2019
WS 2019,November,II,Isabela,City of Ilagan,San Ignacio,17.2001,121.8656,,,17.5,Inbred,Tillering,RBB,17.5,17.5,15,,,17.5,,,,,,2019
DS 2018-2019,April,II,Cagayan,Sta. Praxedes,San Juan,18.5736,120.9903,,,5,TH-82,Dough,Armyworm,5,5,2,,,5,,,,,,2019
DS 2018-2019,April,II,Nueva Vizcaya,Quezon,San Juan,16.5661,121.1593,,,0.75,Pioneer 77,Reproductive,BPH,0.75,0.75,15,,,0.75,,,,,,2019
WS 2019,November,II,Isabela,Echague,San Juan,16.6377,121.665,,,2.7,NSIC Rc 402,Tillering,RBB,2.7,2.7,2,,,2.7,,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,San Juan,18.29352,121.49247,,,1,Hybrid,Tillering,Rodents,1,1,2,,,1,0,,,,,2019
DS 2018-2019,April,II,Nueva Vizcaya,Quezon,San Juan,16.5661,121.1593,,,0.75,Pioneer 77,Reproductive,Whorl Maggot,0.75,0.75,20,,,0.75,,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Miguel,17.052915,121.748454,,,1.2,TH-82,Milking,BPH,1.2,1.2,2,,,1.2,,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Miguel,17.052915,121.748454,,,0.7,Front Gold,Dough,Neck Rot,0.7,0.7,2,,,0.7,,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,San Miguel,17.052915,121.748454,,,112,"SL-8, Bigante, S6003, PHB79, 77, 224",Tillering,Rodents,67,67,2,,,67,0,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Miguel,17.052915,121.748454,,,0.7,Front Gold,Dough,Stem Borer,0.7,0.7,2,,,0.7,,,,,,2019
DS 2018-2019,April,II,Isabela,Burgos,San Miguel,17.052915,121.748454,,,1.2,TH-82,Milking,Stem Borer,1.2,1.2,5,,,1.2,,,,,,2019
WS 2019,May,II,Nueva Vizcaya,Bayombong,San Nicolas,16.4869,121.1509,,,1,222,Tillering,Rice Blast,1,1,2,,,1,,,,,,2019
DS 2018-2019,January,II,Isabela,Burgos,San Roque,17.474238,121.764627,,,69,"SL-8, Bigante, S6003, PHB79, 77, 228",Tillering,Rodents,48,48,2,,,48,0,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Dupax Del Sur,Sanguit,16.143,121.1553,,,30.05,222,Tillering,BPH,30.05,30.05,5,,,30.05,,,,,,2019
WS 2019,July,II,Isabela,Tumauini,Santa,17.3356,121.811,,,1,PHB 77,Tillering,BLB,1,1,1,,,1,,,,,,2019
WS 2019,July,II,Isabela,Tumauini,Santa,17.3356,121.811,,,1,PHB 77,Tillering,Stem Borer,1,1,2,,,1,,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Aritao,Santa Clara,16.2024,121.0625,,,17.3,PHB 77,Tillering,BPH,17.3,17.3,5,,,17.3,,,,,,2019
DS 2018-2019,January,II,Cagayan,Iguig,Santa Rosa,17.77542,121.72113,,,4,SL-8,Flowering,Stem Borer,4,4,2,,,4,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Silangan,18.2642,121.5207,,,2,Inbred/Hybrid,Flowering,Rice Blast,2,2,2,,,2,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Silangan,18.2642,121.5207,,,2,308,Flowering,Rice Scald,2,2,2,,,2,0,,,,,2019
DS 2018-2019,February,II,Cagayan,Ballesteros,Sitio Macugay,18.3181,121.4775,,,1,Hybrid,Tillering,BLS,1,1,1,,,1,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Sta. Ana,Sta. Clara,18.2338,122.0605,,,13.45,RC 416,Reproductive,Armyworm,13.45,13.45,2,,,13.45,0,,,,,2019
WS 2019,August,II,Quirino,Maddela,Sto. Tomas,16.4209,121.7068,,,5,Bioseed/NK/222,Tillering,RBB,1,1,15,,,1,,,,,,2019
WS 2019,October,II,Nueva Vizcaya,Dupax Del Sur,Talbec,16.0402,121.2409,,,53.1,222,Tillering,BPH,53.1,53.1,5,,,53.1,,,,,,2019
DS 2018-2019,March,II,Cagayan,Gonzaga,Tapel,18.2943,121.0349,,,1.2,SL-8,Dough,Armyworm,1.2,1.2,2,,,1.2,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Gonzaga,Tapel,18.2943,121.0349,,,5,Hybrid,Reproductive,Armyworm,5,5,2,,,5,0,,,,,2019
DS 2018-2019,March,II,Cagayan,Gonzaga,Tapel,18.2943,121.0349,,,0.5,SL-8,Milking,Stem Borer,0.5,0.5,2,,,0.5,0,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Aritao,Tucanon,16.2913,121.0555,,,1,222,,RBB,1,1,2,,,1,0,,,,,2019
WS 2019,June,II,Nueva Vizcaya,Solano,Uddiawan,16.56518,121.15862,,,5,Pioneer,Tillering,RBB,5,5,2,,,5,,,,,,2019
DS 2018-2019,March,II,Cagayan,Allacapan,Utan,18.1337,121.4877,,,3,222/NSIC 160,Booting,Rice Blast,3,3,2,,,3,0,,,,,2019
DS 2018-2019,February,II,Isabela,Angadanan,Villa Domingo,16.8346,121.7949,,,1.5,PAB 79,Booting,BPH,1,1,2,,,1,0,,,,,2019
DS 2018-2019,February,II,Isabela,Angadanan,Villa Domingo,16.8346,121.7949,,,1.3,NSIC Rc222,Heading,Rice Blast,1,1,2,,,1,0,,,,,2019
DS 2018-2019,February,II,Isabela,San Mateo,Villa Magat,16.858,121.5632,,,1,NSIC Rc352,Heading,Rice Blast,0.9,0.9,5,,,0.9,0,,,,,2019
DS 2018-2019,March,II,Isabela,Cordon,Villa Marzo,16.7244,121.4676,,,2.5,NSIC Rc 222,Milking,Stem Borer,2.5,2.5,2,,,2.5,0,,,,,2019
WS 2019,October,II,Quirino,Diffun,Villa Pascua,16.6134,121.5452,,,1,222,Tillering,Leaffolder,1,1,2,,,1,,,,,,2019
WS 2019,August,II,Quirino,Cabarroguis,Villa Peña,16.4673,121.5211,,,6,402/216,Tillering,BLB,6,6,1,,,6,,,,,,2019
DS 2018-2019,February,II,Quirino,Maddela,Villa Hermosa Sur,16.352,121.6828,,,1.8,NSIC 300,Flowering,BLB,1.8,1.8,2,,,1.8,0,,,,,2019
DS 2018-2019,April,II,Quirino,Cabarroguis,Villarose,16.52292,121.51466,,,1,222,Dough,BPH,1,1,2,,,1,,,,,,2019
WS 2019,October,II,Quirino,Cabarroguis,Villarose,16.52292,121.51466,,,0.4,222,Milking,Leaffolder,0.4,0.4,2,,,0.4,,,,,,2019
WS 2019,July,II,Quirino,Cabarroguis,Villarose,16.52292,121.51466,,,4,F2 Davao,Tillering,Rice Blast,4,4,2,,,4,,,,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Solano,Wacal,16.5327,121.1447,,,1.2,222,,RBB,1.2,1.2,2,,,1.2,0,,,,,2019
DS 2018-2019,April,II,Cagayan,Ballesteros,Zitangga,18.342499,121.505352,,,5,NK 5017,Dough,Armyworm,5,5,2,,,5,,,,,,2019
DS 2018-2019,February,II,Isabela,Luna,,16.476193,121.719295,,,,Inbred/Hybrid,Tillering,BLB,1,1,1,,,,0,, ,,,2019
DS 2018-2019,February,II,Nueva Vizcaya,Kayapa,,16.3285,120.987,,,0.75,Pioneer-79,Tillering,GLH,0.75,0.75,1,,,0.75,0,,,,,2019
DS 2018-2019,January,II,Cagayan,Enrile,,17.5689,121.6511,,,1,Inbred/Hybrid,Tillering,Rodents,1,1,2,,,1,0,,,,,2019
DS 2018-2019,February,II,Isabela,Naguilian,,16.9968,121.8676,,,,Inbred/Hybrid,Tillering,Rice tungro virus,2,2,2,,,,0,, ,,,2019
,November,II,Nueva Vizcaya,Bagabag,,16.5834,121.2855,,,-,"222, 216, 226",Tillering,BLS,1.5,1.5,50,,,1.5,0,Spray Cocide, ,,,2020
,November,II,Quirino,Diffun,Balagbag,16.5716,121.5284,,,5,-,Flowering,Leaffolder,5,5,5,,,5,0,Adviced farmer to spray insecticide,,,,2020
