SEASON,"Series 
Code",MONTH,REGION,PROVINCE,MUNICIPALITY,BARANGAY,LATTITUDE,LONGITUDE,"CROP 
AFFECTED","DATE
 PLANTED","TOTAL AREA 
PLANTED",VARIETY,"GROWTH
 STAGE ","PEST 
OBSERVED","Monitored/Validated 
(Has.)","TOTAL AREA 
AFFECTED (ha)","PERCENT
 INFESTATION",Severity,"NO. OF INSECTS
 PER HILL","TOTAL AREA 
TREATED (ha)","TOTAL AREA 
UNTREATED (ha)","ACTION
 TAKEN",REMARKS,"DATE 
REPORTED ","NO. OF AFFECTED 
FARMER",YEAR
WS 2020,,June,II,Isabela,Aurora,Saranay,16.9797,121.645,Corn,#######,4,sweet Pearl,Whorl Stage,FAW,4,4,20,,,4,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Recovered,#######,,2020
WS 2020,,June,II,Isabela,Aurora,Sili,16.9809,121.638,Corn,#######,2,Sweet Pearl,Whorl Stage,FAW,2,2,12,,,2,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Recovered,#######,,2020
WS 2020,,June,II,Cagayan,Alcala,Pared,17.8998,121.6844,Corn,#######,1,Sweet Pearl,Whorl Stage,FAW,1,1,20,,,1,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Recovered,#######,,2020
WS 2020,,June,II,Isabela,San Mateo,San Roque,16.9071,121.5836,Corn,28-May-20,0.2,Sweet Pearl,Whorl Stage,FAW,0.2,0.2,20,,,0.2,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,#######,,2020
WS 2020,,June,II,Isabela,San Mateo,Bella luz,16.8638,121.5537,Corn,8-May-20,0.2,Sweet Pearl,Whorl Stage,FAW,0.2,0.01,10,,,0.01,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,29-Jun-20,,2020
WS 2020,,July,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,"June 1-15, 2020",80,Sweet Pearl,Reproductive Stage,FAW,80,5,15,,,5,0,Applied with Match/Solomon,Continuous monitoring,"July 27,2020",,2020
WS 2020,,September,II,Isabela,Aurora,Dalig Kalinga,17.006319,121.699209,Corn,"June 20-25, 2020",12,Sweet Pearl,Whorl Stage,FAW,12,5,50,,,5,0,Farmer sprayed Prevathon & Steward Insecticide. (Farmers provide own Insecticide),Recovered,7-Sep-20,,2020
WS 2020,,September,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,2-Aug-20,12,Sweet Pearl,Whorl Stage,FAW,12,4,40,,,4,0,DA-RCPC provided insecticide,Continuous monitoring,7-Sep-20,,2020
WS 2020,,September,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,"August 5-10, 2020",13,Sweet Pearl,Whorl Stage,FAW,13,7,30,,,7,0,Advised farmer to spray insecticide immediately and DA-RCPC provide BCA for follow-up.(Farmers provide own Insecticide),Continuous monitoring,7-Sep-20,,2020
WS 2020,,September,II,Isabela,Aurora,Bolinao,16.993437,121.657214,Corn,-,5,Sweet Pearl,Whorl Stage,FAW,5,2,10,,,2,0,Farmer provided and sprayed own insecticide.,Recovered,#######,,2020
WS 2020,,September,II,Isabela,Aurora,Victoria,16.9901,121.671,Corn,-,8,Sweet Pearl,Whorl Stage,FAW,8,2,8,,,2,0,Farmer provided and sprayed own insecticide.,Recovered,#######,,2020
WS 2020,,September,II,Isabela,Roxas,San Placido,17.1324,121.616,Corn,-,-,Sweet Pearl,Whorl Stage,FAW,-,1.5,8,,,1.5,0,Farmer provided and sprayed own insecticide.,Recovered,#######,,2020
WS 2020,,October,II,Isabela,Mallig,Maligaya,17.1727,121.612,Corn,-,3,Sweet Pearl,Whorl Stage,FAW,3,1.5,8,,,1.5,0,Applied BCA and adviced farmer to monitor regularly,Continuous Monitoring,#######,,2020
WS 2022,,July,II,Isabela,San Pablo,Limbauan,17.4347,121.9675,Corn,Jun-22,769.25,Bayong,Whorl Stage,Downy mildew,769.25,12.3,16,,,12.3,0,Validated and recommend farmers spray fungicide and uproot infected plant.,Continuous monitoring,14-Jul-22,8,2022
WS 2022,,July,II,Isabela,San Pablo,Limbauan,17.4347,121.9675,Corn,Jun-22,769.25,Bayong,Whorl Stage,Downy mildew,769.25,12.3,16,,,12.3,0,Validated and recommend farmers spray fungicide and uproot infected plant.,Continuous monitoring,14-Jul-22,8,2022
WS 2022,,August,II,Isabela,Delfin Albano,Concepcion,17.268363,121.76514,Corn,May-22,100,NK6410,Reproductive Stage,Stalk Rot,100,12,10,,,12,0,Validated and recommended farmers to remove the affected plant and recommended for crop rotation to help with avoidance of this disease,Advised farmers thoroughly land preperation for next cropping,4-Aug-22,1,2022
WS 2022,,August,II,Isabela,City of Ilagan,Sta. Victoria,17.1751,121.9406,Corn,May-22,120,NK6410,Reproductive Stage,Stalk Rot,120,7,20,,,7,0,Validated and recommended farmers to remove the affected plant and recommended for crop rotation to help with avoidance of this disease,Advised farmers thoroughly land preperation for next cropping,4-Aug-22,4,2022
WS 2022,,August,II,Isabela,City of Ilagan,Sta. Victoria,17.1751,121.9406,Corn,May-22,120,NK6410,Reproductive Stage,Rodents,120,7,5,,,7,0,Validated and recommend farmers to conduct mass baiting,Advised farmers to continue baiting and monitor their field regularly,4-Aug-22,4,2022
WS 2022,,August,II,Isabela,Tumauini,Arcon,17.28841,121.83497,Corn,May-22,12.7,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,12.7,2.5,20,,,2.5,0,DA-RCPC provided rodenticide (1kl. Zinc Phosphide and 0.5kl Ratax) for mass baiting.,Advised farmers to continue baiting and monitor their field regularly,8-Aug-22,5,2022
WS 2022,,August,II,Isabela,Tumauini,Sisim Abajo,17.2795,121.8474,Corn,May-22,99.6,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,99.6,19.9,20,,,19.9,0,,,,25,2022
WS 2022,,August,II,Isabela,Tumauini,Caligayan,17.2703,121.9582,Corn,May-22,424,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,424,42.4,10,,,42.4,0,,,,20,2022
WS 2022,,August,II,Isabela,Tumauini,Bantug,17.2578,121.8709,Corn,May-22,181,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,181,36.2,20,,,36.2,0,,,,30,2022
WS 2022,,August,II,Isabela,Tumauini,Liwanag,17.2319,121.8618,Corn,May-22,165,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,165,33,20,,,33,0,,,,20,2022
WS 2022,,August,II,Isabela,Tumauini,Camasi,17.3379,121.8869,Corn,May-22,724,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,724,72.4,10,,,72.4,0,,,,50,2022
WS 2022,,August,II,Isabela,Tumauini,Dy Abra,17.3143,121.9927,Corn,May-22,380,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,380,38,10,,,38,0,,,,40,2022
WS 2022,,August,II,Isabela,Tumauini,San Vicente,17.3161,121.8433,Corn,May-22,135,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,135,20.3,15,,,20.3,0,,,,20,2022
WS 2022,,August,II,Isabela,San Pablo,Simanu Norte,17.4972,121.8355,Corn,Jul-22,323.65,"Nk, Dekalb, Cornword",Reproductive Stage,Rodents,323.65,123.65,3,,,123.65,0,DA-RCPC provided rodenticide (1kl. Zinc Phosphide and 0.5kl Ratax) for mass baiting.and Conducted on the spot Technical briefing for pest and disease management.,Advised farmers to continue baiting and monitor their field regularly,19-Aug-22,119,2022
WS 2022,,August,II,Isabela,Sto. Tomas,Bubug,17.3609,121.7232,Corn,May-22,251.25,"NK6410, 8840, Cornworld",Reproductive Stage,Rodents,251.25,151.25,3,,,151.25,0,Validated and recommend farmers to conduct mass baiting and Conducted on the spot Technical briefing for pest and disease management.,Advised farmers to continue baiting and monitor their field regularly,19-Aug-22,98,2022
WS 2022,,August,II,Isabela,Sto. Tomas,Colunguan,17.3606,121.7385,Corn,May-22,178.75,"Pioneer 4097, Nk6410",Reproductive Stage,Rodents,178.75,78.75,3,,,78.75,0,Validated and recommend farmers to conduct mass baiting and Conducted on the spot Technical briefing for pest and disease management.,Advised farmers to continue baiting and monitor their field regularly,19-Aug-22,83,2022
WS 2022,,August,II,Cagayan,Sto. Niño,Mabitbitnong,17.8702,121.5789,Corn,25-May-22,2.25,NK6410,Reproductive Stage,Stalk Rot,2.25,2.25,16,,,2.25,0,Validated and recommended farmers to remove the affected plant and recommended for crop rotation to help with avoidance of this disease,Advised farmers thoroughly land preperation for next cropping,22-Aug-22,3,2022
WS 2022,,August,II,Cagayan,Sto. Niño,Centro Norte,17.8877,121.5696,Corn,14-May-22,3,Healer 102,Reproductive Stage,Stalk Rot,3,3,20,,,3,0,Validated and recommended farmers to remove the affected plant and recommended for crop rotation to help with avoidance of this disease,Advised farmers thoroughly land preperation for next cropping,22-Aug-22,1,2022
WS 2022,,August,II,Quirino,Aglipay,Ramos,16.4742,121.6666,Corn,Jul-22,235.73,NK6410/8840,Reproductive Stage,Rodents,235.73,5,5,,,5,0,Validated and recommend farmers to conduct mass baiting and Conducted on the spot Technical briefing for pest and disease management.,Advised farmers to continue baiting and monitor their field regularly,31-Aug-22,3,2022
WS 2022,,September,II,Nueva Vizcaya,Bayombong,Bonfal East,16.4972,121.1678,Corn,17-Aug-22,10,Pioneer,Whorl Stage,CPH,10,5,5,,,5,0,Advised farmers to spray BCAs such Metarhizium and Beauveria for follow up management,Validated and advised farmers to monitor their field regularly,16-Sep-22,6,2022
WS 2022,,September,II,Quirino,Cabarroguis,Villarose,16.4979,121.4802,Corn,Jun-22,224,NK6410,Reproductive Stage,Rodents,224,2.7,3,,,2.7,0,Validated and recommend farmers to conduct baiting and Conducted on the spot Technical briefing for pest and disease management.,Advised farmers to continue baiting and monitor their field regularly,30-Sep-22,1,2022
WS 2020,,October,II,Isabela,Reina Mercedes,Salucong,17.0267,121.741,Corn,#######,-,Sweet Pearl,Whorl Stage,FAW,-,1,8,,,1,0,Farmer Sprayed Prevathon,Continuous Monitoring,#######,,2020
DS 2020-2021,,October,II,Isabela,Roxas,Simimbaan,17.1339,121.565,Corn,September 10-15. 2020,10,Sweet Pearl,Whorl Stage,FAW,10,1.5,8,,,1.5,0,Advised farmer to spray insecticide and BCA,Continuous monitoring,#######,,2020
DS 2020-2021,,October,II,Cagayan,Solana,Dassun,17.7416,121.696,Corn,#######,20,Sweet Pearl,Whorl Stage,FAW,20,5,48,,,5,0,Advised farmer to spray insecticide,Continuous monitoring,#######,,2020
DS 2020-2021,,February,II,Cagayan,Solana,Malakabibi,17.7592,121.7067,Corn,12-Jan-21,48,Sweet Pearl,Whorl Stage,FAW,48,1,12,,,1,0,Advised Farmers to spray insecticde,Conduct Continuous monitoring,26-Feb-21,2,2021
DS 2020-2021,,April,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,1-Mar-21,1.5,Sweet Pearl,Reproductive Stage,FAW,1.5,1.5,5,,,1.5,0,Farmers sprayed insecticide. Followed application of BCA's,Advised Farmers to follow appicatiom of BCA's,30-Apr-21,1,2021
WS 2021,,July,II,Isabela,Cabatuan,Sitio Malasin,16.9607,121.646,Corn,2-Jun-21,3,Sweet Pearl,Whorl Stage,FAW,3,0.5,8,,,0.5,0,Validated and recommended farmers to spray insecticide,DA RFO2 RCPC Distrubuted BCA's,16-Jul-21,1,2021
WS 2021,,August,II,Isabela,Echague,Annafunan,16.7112,121.724,Corn,25-Jun-21,72.5,Sweet Pearl,Whorl Stage,FAW,72.5,0.5,10,,,0.5,0,,,6-Aug-21,1,2021
WS 2021,,August,II,Isabela,Alicia,Dagupan,16.7701,121.675,Corn,25-Jun-21,10,Sweet Pearl,Whorl Stage,FAW,10,10,10,,,10,0,Validated and recommended farmers to spray insecticide,Farmenrs spray Match insecticide to control FAW,6-Aug-21,9,2021
WS 2021,,October,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,#######,,Sweet Pearl,Whorl Stage,FAW,,2,50,,,2,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW,8-Oct-21,1,2021
WS 2021,,October,II,Isabela,Roxas,Nuesa,17.1326,121.617,Corn,#######,,Sweet Pearl,Whorl Stage,FAW,,3,10,,,3,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW,8-Oct-21,1,2021
WS 2021,,October,II,Isabela,Aurora,Victoria,16.9904,121.68,Corn,#######,6.5,Sweet Pearl,Whorl Stage,FAW,6.5,1.5,50,,,1.5,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW,8-Oct-21,1,2021
DS 2021-2022,,January,II,Cagayan,Alcala,Pared,17.8998,121.6844,Corn,28-Dec-21,1.5,Sweet Pearl,Whorl Stage,FAW,1.5,0.5,10,,,0.5,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,21-Jan-22,1,2022
DS 2021-2022,,January,II,Isabela,City of Ilagan,Cabisera 22,17.0903597,121.98261,Corn,4-Jan-21,5,Sweet Pearl,Whorl Stage,FAW,5,5,16,,,10,0,Validated and provided BCA,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,21-Jan-22,2,2022
DS 2021-2022,,January,II,Cagayan,Sto. Niño,Centro Sur,17.8719,121.569,Corn,26-Dec-21,25,Sweet Pearl,Whorl Stage,FAW,25,25,15,,,25,0,Advised farmers to spray recommended insecticide,Continuous monitoring,#######,3,2022
DS 2022-2023,,November,II,Cagayan,Sta Teresita,Alucao,18.2104,121.8445,Corn,Nov-22,534,"NK6410, Bioseed, Dekalb 6919",Whorl Stage,Rodents,534,150,35,,,150,0,Validated and DA-RCPC and DA-SCRC provided rodenticide and Conducted on the spot Technical briefing for pest and disease management,Advised farmers to continue baiting and monitor their field regularly,25-Nov-22,175,2022
DS 2021-2022,,February,II,Isabela,San Mateo,Old Centro Proper,16.894413,121.559968,Corn,23-Jan-22,0.1,Sweet Pearl,Whorl Stage,FAW,0.1,0.03,20,,,0.03,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,15-Feb-22,1,2022
DS 2021-2022,,February,II,Isabela,City of Ilagan,Cabisera 22,17.0903597,121.98261,Corn,Jan-22,200,Sweet Pearl,Whorl Stage,FAW,200,2,26,,,2,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,23-Feb-22,3,2022
DS 2021-2022,,March,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,22-Feb-22,1.5,Sweet Pearl,Whorl Stage,FAW,1.5,1.5,15,,,1.5,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,17-Mar-22,2,2022
DS 2021-2022,,March,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,15-Mar-22,10,Sweet Pearl,Whorl Stage,FAW,10,1.5,4,,,1.5,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,22-Mar-22,3,2022
DS 2022-2023,,November,II,Isabela,Tumauini,Malamag West,17.338,121.785,Corn,Sep-22,1,Cornworld,Reproductive Stage,CPH,1,1,3,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,25-Nov-22,1,2022
DS 2022-2023,,December,II,Cagayan,Sta Teresita,Dungeg,18.2101,121.9497,Corn,Nov-22,359.75,"Mindanao, NK8840, NK6410, Evogene, Pioneer 3530/3585",Whorl Stage,Rodents,359.75,100,35,,,100,0,Validated and DA-RCPC and DA-SCRC provided rodenticide and Conducted on the spot Technical briefing for pest and disease management,Advised farmers to continue baiting and monitor their field regularly,2-Dec-22,175,2022
DS 2021-2022,,April,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,Mar-22,5,Sweet Pearl,Whorl Stage,FAW,5,1.5,4,,,1.5,0,Validated and farmers already sprayed insecticide (prevathon),Advised Farmers to follow application of BCA's,22-Apr-22,5,2022
DS 2021-2022,,May,II,Cagayan,Alcala,Baculod,17.9079045,121.6830025,Corn,Apr-22,0.75,Sweet Pearl,Whorl Stage,FAW,0.75,0.75,10,,,0.75,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,6-May-22,2,2022
DS 2021-2022,,May,II,Cagayan,Alcala,Baculod,17.9079045,121.6830025,Corn,Mar-22,0.95,Sweet Pearl,Reproductive Stage,FAW,0.95,0.95,10,,,0.95,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,6-May-22,3,2022
WS 2022,,September,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,2-Sep-22,3,Sweet Pearl,Whorl Stage,FAW,3,3,5,,,3,0,Advised farmers to spray BCAs such Metarhizium and Beauveria for follow up management,Validated and advised farmers to monitor their field regularly,16-Sep-22,5,2022
WS 2022,,June,II,Isabela,City of Ilagan,Salindingan,17.0692,121.9097,Corn,10-May-22,10,"Pioneer, NK6410, Cornworld, Dekalb, Asian,",Whorl Stage,FAW,10,3.5,3,,,3.5,0,Validated and recommended farmers to spray insecticide,Farmers spray insecticide to control FAW and Advised Farmers to follow application of BCA's,1-Jun-22,3,2022
WS 2022,,September,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,15,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,30-Sep-22,1,2022
WS 2022,,September,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,15,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,30-Sep-22,1,2022
WS 2022,,September,II,Isabela,Aurora,Namlicuan,17.0232,121.6957,Corn,Aug-22,1.5,Sweet Pearl,Whorl Stage,FAW,1.5,1.5,15,,,1.5,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,30-Sep-22,1,2022
WS 2022,,October,II,Isabela,Aurora,Bagnos,16.99874,121.69969,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,15,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,10-Oct-22,1,2022
WS 2022,,October,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,20,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,10-Oct-22,1,2022
WS 2022,,October,II,Isabela,Aurora,Kalabaza,16.960805,121.6010027,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,20,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,10-Oct-22,1,2022
WS 2022,,October,II,Isabela,Aurora,San Andres,16.9656,121.5917,Corn,Sep-22,1,Sweet Pearl,Whorl Stage,FAW,1,1,50,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,10-Oct-22,1,2022
DS 2022-2023,,March,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,Feb-23,40.5,Sweet Pearl,Whorl Stage,FAW,40.5,5,15,,,5,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,3-Mar-23,7,2023
DS 2022-2023,,March,II,Isabela,Luna,Macugay,17.003816,121.702191,Corn,Feb-23,1,Sweet Pearl,Whorl Stage,FAW,1,1,15,,,1,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,3-Mar-23,1,2023
DS 2022-2023,,March,II,Isabela,Luna,Sto. Domingo,17.01305,121.7309,Corn,Feb-23,0.75,Sweet Pearl,Whorl Stage,FAW,0.75,0.75,15,,,0.75,0,Validated and farmers already spray insecticide and Conducted on the spot Technical briefing for pest and disease management,Advised Farmers to follow application of BCA's,3-Mar-23,1,2023
DS 2019-2020,,January,II,Cagayan,Tuguegarao City,Carig Sur,17.6628,121.745,Corn,,-,Sweet Pearl / Purple Sweet F1,Whorl Stage,FAW,-,4.15,36.5,,,4.15,0,,,,,2020
WS 2020,,May,II,Isabela,Burgos,Villa Singson,17.0332,121.153,Corn,#######,4,Sweet Pearl /NK 6410/Pioneer/Evogene,Whorl Stage,FAW,4,4,16,,,4,0,Provided farmers with BCAs and advised to spray insecticide,Recovered,#######,,2020
DS 2019-2020,,April,II,Isabela,Roxas,Marcos,17.173833,121.61236,Corn,,4.5,Sweet Pearl F1,Reproductive Stage,FAW,4.5,4,10,,,4,0,,,,,2020
DS 2019-2020,,April,II,Isabela,Roxas,Nuesa,17.1325,121.617,Corn,,8,Sweet Pearl F1,Whorl Stage,FAW,8,6.5,40,,,6.5,0,,,,,2020
DS 2019-2020,,April,II,Isabela,Roxas,Matusalem,17.0624,121.5912,Corn,,2.1,Sweet Pearl F1,Whorl Stage,FAW,2.1,1.5,40,,,1.5,0,,,,,2020
WS 2020,,May,II,Isabela,Roxas,San Placido,17.1389,121.599,Corn,20-Apr-20,25,Sweet Pearl F1,Whorl Stage,FAW,25,25,20,,,25,0,Provided and Applied with insecticide and BCA,Recovered,4-May-20,,2020
WS 2020,,May,II,Isabela,City of Ilagan,Gayong-Gayong Norte,17.0577,121.934,Corn,#######,0.7,Sweet Pearl F1,Whorl Stage,FAW,0.7,0.7,14,,,0.7,0,Farmer applied insecticide,Recovered,#######,,2020
WS 2020,,May,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,#######,2,Sweet Pearl F1,Whorl Stage,FAW,2,0.8,18,,,0.8,0,Farmer applied insecticide and BCA,Recovered,#######,,2020
WS 2020,,May,II,Isabela,Aurora,Victoria,17.9902,121.68,Corn,#######,3.5,Sweet Pearl F1,Whorl Stage,FAW,3.5,3.5,10,,,3.5,0,Farmer applied insecticide and BCA,Recovered,#######,,2020
WS 2020,,May,II,Quirino,Aglipay,Villa Santiago,16.4311,121.639,Corn,#######,0.25,Sweet Pearl F1,Whorl Stage,FAW,0.25,0.25,90,,,0.25,0,Treated late (Spreayed with Prevathon).,Unrecovered (Farmer decided to replant),#######,,2020
WS 2020,,May,II,Isabela,City of Ilagan,Alinguigan 3rd,17.1333,121.918,Corn,6-May-20,0.5,Sweet Pearl F1,Whorl Stage,FAW,0.5,0.5,30,,,0.5,0,Advised farmers to apply insecticide /reported to RCPC for BCA treatment,Under Observation,#######,,2020
WS 2020,,May,II,Isabela,City of Ilagan,Sipay,17.1318,121.921,Corn,#######,0.5,Sweet Pearl F1,Whorl Stage,FAW,0.5,0.5,40,,,0.5,0,Advised farmers to apply insecticide /reported to RCPC for BCA treatment,Under Observation,#######,,2020
WS 2020,,May,II,Cagayan,Alcala,Pared,17.8998,121.6844,Corn,#######,1,Sweet Pearl F1,Whorl Stage,FAW,1,1,20,,,1,0,Farmers sprayed insecticide,Recovered,#######,,2020
WS 2020,,June,II,Isabela,Tumauini,Tunggui,17.356824,121.773848,Corn,"May 15-22, 2020",23,Sweet Pearl F1,Whorl Stage,FAW,23,23,12,,,23,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,15-Jun-20,,2020
WS 2020,,June,II,Isabela,Tumauini,Fugu Sur,17.337,121.7808,Corn,15-May-20,2,Sweet Pearl F1,Whorl Stage,FAW,2,2,10,,,2,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,15-Jun-20,,2020
WS 2020,,June,II,Isabela,Tumauini,Fugu Norte,17.3397,121.781,Corn,"May 18-22, 2020",7.5,Sweet Pearl F1,Whorl Stage,FAW,7.5,7.5,16,,,7.5,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,15-Jun-20,,2020
WS 2020,,July,II,Isabela,Jones,Barangay 1,16.5564,121.7054,Corn,"May 10-20,2020",64,Sweet Pearl F1,Whorl Stage,FAW,64,1,50,,,1,0,Advised Farmers to spray insecticide and RCPC provided BCA for follow-up,Continuous monitoring,6-Jul-20,,2020
WS 2020,,July,II,Isabela,San Agustin,Santos,16.47,121.7396,Corn,4-May-20,60,Sweet Pearl F1,Whorl Stage,FAW,60,2,80,,,2,0,Applied Match/Karate,Continuous Monitoring,13-Jun-20,,2020
WS 2020,,July,II,Isabela,San Mateo,Bagong Sikat,16.9335,121.5731,Corn,"May 18-30, 2020",50,Sweet Pearl F1,Whorl Stage,FAW,50,0.4,18,,,0.4,0,Sprayed with Prevathon,Continuous Monitoring,13-Jun-20,,2020
WS 2020,,July,II,Nueva Vizcaya,Solano,Dadap,16.51695,121.22768,Corn,17-May-20,75.95,Sweet Pearl F1,Reproductive Stage,FAW,75.95,4,10,,,4,0,Farmers sprayed insecticide,Continuous Monitoring,13-Jun-20,,2020
WS 2020,,August,II,Isabela,Aurora,Esperanza East,17.0219,121.6851,Corn,15-Jul-20,15,Sweet Pearl F1,Whorl Stage,FAW,15,2,30,,,2,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,17-Aug-20,,2020
WS 2020,,August,II,Cagayan,Piat,Aquib,17.798,121.4741,Corn,"July 7,2020",276.68,Sweet Pearl F1,Whorl Stage,FAW,276.68,0.25,12,,,0.25,0,Applied metarhizium,Continuous monitoring,"August 17,2020",,2020
WS 2020,,August,II,Isabela,Aurora,Dalig Kalinga,17.006319,121.699209,Corn,"Auguts 02, 2020",12,Sweet Pearl F1,Whorl Stage,FAW,12,0.5,20,,,0.5,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,24-Aug-20,,2020
WS 2020,,August,II,Isabela,Aurora,Bannagao,16.99314,121.685558,Corn,17-Aug-20,15,Sweet Pearl F1,Whorl Stage,FAW,15,1,20,,,1,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,24-Aug-20,,2020
WS 2020,,August,II,Isabela,Aurora,Victoria,16.99003,121.67385,Corn,"August 2-4, 2020",32,Sweet Pearl F1,Whorl Stage,FAW,32,1.8,15,,,1.8,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,24-Aug-20,,2020
WS 2020,,August,II,Isabela,Quirino,San Juan,17.1307,121.699,Corn,"Auguts 8-10, 2020",28,Sweet Pearl F1,Whorl Stage,FAW,28,1.3,60,,,1.3,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,24-Aug-20,,2020
WS 2020,,August,II,Isabela,Roxas,Lucban,17.1194,121.71,Corn,"August 15-17, 2020",75,Sweet Pearl F1,Whorl Stage,FAW,75,2,10,,,2,0,Advised the farmer to spray insecticde immediately and RCPC provided BCA for follow-up,Continuous monitoring,24-Aug-20,,2020
WS 2020,,September,II,Cagayan,Lal-lo,Jurisdiction,18.2322,121.675,Corn,20-Aug,0.7,Sweet Pearl F1,Whorl Stage,FAW,0.7,0.5,5,,,0.5,0,"Upon notice of FAW damage on leaves farmer immediately spray Gold,Lannate and Prevathon with the interval of application. Plants recovered. (Farmer provided his own)",Recovered,"September 14,2020",,2020
DS 2020-2021,,November,II,Cagayan,Solana,Malakibibi,17.7592,121.7067,Corn,"October 9,2020",5,Sweet Pearl F1,Whorl Stage,FAW,5,0.5,36,,,0.5,0,Farmer applied insecticide.,Continuous monitoring,#######,,2020
