project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS1187,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Ganao High School,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Ganao (Lingad),PH0205008008,PH0205008,PH02050,barangay_matched
ABEMIS1188,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Imugan Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Imugan,PH0205012008,PH0205012,PH02050,barangay_matched
ABEMIS1189,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Baliling Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Baliling,PH0205012003,PH0205012,PH02050,barangay_matched
ABEMIS1190,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Bacneng Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Bacneng,PH0205012002,PH0205012,PH02050,barangay_matched
ABEMIS1191,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Palabotan Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Palabotan,PH0205008012,PH0205008,PH02050,barangay_matched
ABEMIS1192,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Ambaguio Central School,1.00,Nueva Vizcaya,Nueva Vizcaya,Ambaguio,Poblacion,PH0205001007,PH0205001,PH02050,barangay_matched
ABEMIS1193,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Tuao High School,1.00,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Tuao South,PH0205003018,PH0205003,PH02050,barangay_matched
ABEMIS1194,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Tukod Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Tokod,,PH0205009,PH02050,barangay_unmatched
ABEMIS1195,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Salingsingan Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Ambaguio,Salingsingan,PH0205001008,PH0205001,PH02050,barangay_matched
ABEMIS1196,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Abatan Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Oyao,PH0205007016,PH0205007,PH02050,barangay_matched
ABEMIS1197,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Dulli Integrated School,1.00,Nueva Vizcaya,Nueva Vizcaya,Ambaguio,Dulli,PH0205001010,PH0205001,PH02050,barangay_matched
ABEMIS1198,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Tabueng Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Aritao,Tabueng,PH0205002013,PH0205002,PH02050,barangay_matched
ABEMIS1199,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Quezon Central School,1.00,Nueva Vizcaya,Nueva Vizcaya,Quezon,Caliat (Pob.),PH0205011006,PH0205011,PH02050,barangay_matched
ABEMIS1200,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Cabayo Integrated School,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Cabayo,PH0205010026,PH0205010,PH02050,barangay_matched
ABEMIS1201,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Sinaoangan Norte Elementary School,1.00,Isabela,4th District,San Agustin,Sinaoangan Norte,PH0203127021,PH0203127,PH02031,barangay_matched
ABEMIS1202,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Rizal Integrated School,1.00,Isabela,6th District,San Guillermo,Rizal,PH0203128016,PH0203128,PH02031,barangay_matched
ABEMIS1203,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Salinungan Stand-Alone Senior High School,1.00,Isabela,3rd District,San Mateo,Salinungan East,PH0203132021,PH0203132,PH02031,barangay_matched
ABEMIS1204,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Harana Elementary School,1.00,Isabela,5th District,Luna,Harana,PH0203116007,PH0203116,PH02031,barangay_matched
ABEMIS1205,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Taliktik Elementary School,1.00,Isabela,4th District,Cordon,Taliktik,PH0203109018,PH0203109,PH02031,barangay_matched
ABEMIS1206,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Reina Mercedes National High School,1.00,Isabela,2nd District,Reina Mercedes,Cutog Peque?o,,PH0203125,PH02031,barangay_unmatched
ABEMIS1207,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Panninan Integrated School,1.00,Isabela,2nd District,San Mariano,Panninan,PH0203131026,PH0203131,PH02031,barangay_matched
ABEMIS1208,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Gamu Agri-Fishery School,1.00,Isabela,2nd District,Gamu,Linglingay,PH0203113011,PH0203113,PH02031,barangay_matched
ABEMIS1209,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,San Pedro Elementary School - Villa Conception Elementary School Annex - Doña Concha,1.00,Isabela,5th District,Roxas,Do?a Concha,,PH0203126,PH02031,barangay_unmatched
ABEMIS1210,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Marikit Integrated School,1.00,Isabela,2nd District,Palanan,Marikit,PH0203121009,PH0203121,PH02031,barangay_matched
ABEMIS1211,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Santa Maria High School,1.00,Isabela,1st District,Santa Maria,Poblacion 1,PH0203134012,PH0203134,PH02031,barangay_matched
ABEMIS1212,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Cadaloria High School,1.00,Isabela,3rd District,Angadanan,Loria,PH0203102034,PH0203102,PH02031,barangay_matched
ABEMIS1213,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Sto. Tomas Central School,1.00,Isabela,1st District,Santo Tomas,Bolinao-Culalabo,PH0203136009,PH0203136,PH02031,barangay_matched
ABEMIS1214,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Paquet Integrated School,1.00,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Pacquet (Ilongot Res.),,PH0205009,PH02050,barangay_unmatched
ABEMIS1215,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Ayod Integrated School,1.00,Isabela,4th District,Dinapigue,Ayod,PH0203110001,PH0203110,PH02031,barangay_matched
ABEMIS1216,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Cumabao Integrated School,1.00,Isabela,1st District,Tumauini,Cumabao,PH0203137016,PH0203137,PH02031,barangay_matched
ABEMIS1217,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Uddiawan Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Solano,Uddiawan,PH0205013018,PH0205013,PH02050,barangay_matched
ABEMIS1218,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Cabagan Science Elementary School,1.00,Isabela,1st District,Cabagan,Catabayungan,PH0203106008,PH0203106,PH02031,barangay_matched
ABEMIS1219,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Lunac Primary School,1.00,Isabela,3rd District,Angadanan,Buenavista,PH0203102009,PH0203102,PH02031,barangay_matched
ABEMIS1220,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Taringsing Elementary School,1.00,Isabela,4th District,Cordon,Tarinsing,PH0203109020,PH0203109,PH02031,barangay_matched
ABEMIS1221,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Maddiangat Elementary School,1.00,Nueva Vizcaya,Nueva Vizcaya,Quezon,Maddiangat,PH0205011008,PH0205011,PH02050,barangay_matched
ABEMIS1222,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Sta. Maria Central School,1.00,Isabela,1st District,Santa Maria,Poblacion 1,PH0203134012,PH0203134,PH02031,barangay_matched
ABEMIS1223,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Roxas Stand-Alone Senior High School,1.00,Isabela,5th District,Roxas,San Antonio,PH0203126017,PH0203126,PH02031,barangay_matched
ABEMIS1224,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Echague East Central School,1.00,Isabela,6th District,Echague,San Felipe,PH0203112046,PH0203112,PH02031,barangay_matched
ABEMIS1225,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Marasat Pequeño Elementary School,1.00,Isabela,3rd District,San Mateo,Marasat Peque?o,,PH0203132,PH02031,barangay_unmatched
ABEMIS1226,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Tumauini South Central School,1.00,Isabela,1st District,Tumauini,Carpentero,PH0203137014,PH0203137,PH02031,barangay_matched
ABEMIS1227,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,San Isidro West Central School,1.00,Isabela,6th District,San Isidro,Rizal West (Pob.),PH0203129013,PH0203129,PH02031,barangay_matched
ABEMIS1228,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Daragutan East Elementary School,1.00,Isabela,2nd District,San Mariano,Daragutan East,PH0203131009,PH0203131,PH02031,barangay_matched
ABEMIS1229,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Echague National High School,1.00,Isabela,6th District,Echague,San Fabian,PH0203112045,PH0203112,PH02031,barangay_matched
ABEMIS1230,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Doña Magdalena H. Gaffud High School,1.00,Isabela,6th District,Echague,Dammang East,PH0203112013,PH0203112,PH02031,barangay_matched
ABEMIS1231,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Jones Rural School,1.00,Isabela,4th District,Jones,Dalibubon,PH0203115009,PH0203115,PH02031,barangay_matched
ABEMIS1232,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Sto. Domingo-San Isidro Integrated School,1.00,Isabela,5th District,Quirino,Santo Domingo,PH0203123016,PH0203123,PH02031,barangay_matched
ABEMIS1233,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Guibang Elementary School,1.00,Isabela,2nd District,Gamu,Guibang,PH0203113009,PH0203113,PH02031,barangay_matched
ABEMIS1234,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Echague West Central School,1.00,Isabela,6th District,Echague,Cabugao (Pob.),PH0203112066,PH0203112,PH02031,barangay_matched
ABEMIS1235,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Palanan Central School,1.00,Isabela,2nd District,Palanan,Dicabisagan East (Pob.),PH0203121010,PH0203121,PH02031,barangay_matched
ABEMIS1236,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Osmeña Elementary School,1.00,Quirino,Quirino,Aglipay,Dungo (Osme?a),,PH0205701,PH02057,barangay_unmatched
ABEMIS1237,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Dumabel Integrated School,1.00,Quirino,Quirino,Aglipay,Dumabel,PH0205701002,PH0205701,PH02057,barangay_matched
ABEMIS1238,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Aglipay West Central School,1.00,Quirino,Quirino,Aglipay,San Leonardo (Cabarroguis),PH0205701013,PH0205701,PH02057,barangay_matched
ABEMIS1239,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Aglipay East Central School,1.00,Quirino,Quirino,Aglipay,Progreso (Pob.),PH0205701008,PH0205701,PH02057,barangay_matched
ABEMIS1240,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden Program,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Kapanickian Norte Elementary School,1.00,Cagayan,2nd District,Allacapan,Capanickian Norte,PH0201503007,PH0201503,PH02015,barangay_matched
ABEMIS1241,School Garden,abemis_school_garden_count,Food Gardens,abemis_food_garden,School Garden,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2022,Cagayan Valley (Region II),10000.00,Binarsang Elementary School,1.00,Isabela,2nd District,Reina Mercedes,Binarsang,PH0203125002,PH0203125,PH02031,barangay_matched
ABEMIS1242,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of Alibadabad SPIS,Corn Program,DA - OSEC,Corn Program,2023,Cagayan Valley (Region II),7660015.40,San Mariano Diversified Producers Cooperative,1.00,Isabela,2nd District,San Mariano,Alibadabad,PH0203131001,PH0203131,PH02031,barangay_matched
ABEMIS1243,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),441414.92,RAMCOR Farmers Multi-Purpose Cooperative,1.00,Isabela,3rd District,Ramon,San Miguel,PH0203124015,PH0203124,PH02031,barangay_matched
ABEMIS1244,Multi Crop Drying Pavement (MCDP),abemis_multi_crop_drying_pavement_mcdp_count,Postharvest and Processing,abemis_postharvest,Construction of Multi-Crop Drying Pavement,Corn Program,DA - OSEC,Corn Program,2024,Cagayan Valley (Region II),621283.72,Northern Tumauini Cereal and Dairy Farmers Cooperative,1.00,Isabela,1st District,Tumauini,Tunggui,PH0203137053,PH0203137,PH02031,barangay_matched
ABEMIS1245,Vermi-Composting Facilities,abemis_vermi_composting_facilities_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Construction of Organic Fertilizer Production Facility,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2024,Cagayan Valley (Region II),2199516.31,San Mariano Agrarian Reform Cooperative,1.00,Cagayan,1st District,Lal-lo,San Mariano,PH0201516033,PH0201516,PH02015,barangay_matched
ABEMIS1246,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),441414.95,Sto. Domingo Multi-Purpose Cooperative,1.00,Nueva Vizcaya,Nueva Vizcaya,Bambang,Santo Domingo (Tabangan),PH0205004024,PH0205004,PH02050,barangay_matched
ABEMIS1247,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of Tumauini Upland Farmers Greeners Association SPIS,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),922874.56,Tumauini Upland Farmers Greeners Associaition,1.00,Isabela,1st District,Tumauini,Caligayan,PH0203137012,PH0203137,PH02031,barangay_matched
ABEMIS1248,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Construction of Greenhouse,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2024,Cagayan Valley (Region II),1469586.22,San Mariano Agrarian Reform Cooperative,2.00,Cagayan,1st District,Lal-lo,San Mariano,PH0201516033,PH0201516,PH02015,barangay_matched
ABEMIS1249,Chicken Housing,abemis_chicken_housing_count,Livestock Facilities,abemis_livestock,Construction of Poultry House,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2024,Cagayan Valley (Region II),2214360.55,Nueva Vizcaya Participatory Guarantee System Inc.,1.00,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Bansing,PH0205005019,PH0205005,PH02050,barangay_matched
ABEMIS1250,Chicken Housing,abemis_chicken_housing_count,Livestock Facilities,abemis_livestock,Poultry House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),178668.94,Municipal Local Government Unit of Quezon - Cagayan Valley (Region II),1.00,Isabela,5th District,Quezon,Samonte (Pob.),PH0203122011,PH0203122,PH02031,barangay_matched
ABEMIS1251,Mushroom Fruiting House,abemis_mushroom_fruiting_house_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Mushroom House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),221577.94,Municipal Local Government of Quezon - Cagayan Valley (Region II),1.00,Isabela,5th District,Quezon,Samonte (Pob.),PH0203122011,PH0203122,PH02031,barangay_matched
ABEMIS1252,Nursery Establishment,abemis_nursery_establishment_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Nursery,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),499999.99,Municipal Local Government Unit of Quezon - Cagayan Valley (Region II),1.00,Isabela,5th District,Quezon,Samonte (Pob.),PH0203122011,PH0203122,PH02031,barangay_matched
ABEMIS1253,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Greenhouse with Hydroponic,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),1900000.02,Municipal Local Government Unit of Quezon - Cagayan Valley (Region II),1.00,Isabela,5th District,Quezon,Samonte (Pob.),PH0203122011,PH0203122,PH02031,barangay_matched
ABEMIS1254,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of Simimbaan SPIS,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),905977.47,Simimbaan Farmers Association,1.00,Isabela,5th District,Roxas,Simimbaan,PH0203126023,PH0203126,PH02031,barangay_matched
ABEMIS1255,Packinghouse,abemis_packinghouse_count,Postharvest and Processing,abemis_postharvest,Packaging House/Consolidation Shed,High Value Crop Development Program,Cagayan Valley (Region II),High Value Crop Development Program,2024,Cagayan Valley (Region II),3000107.84,Flow of Pari-ir Agriculture Cooperative,1.00,Isabela,3rd District,Cabatuan,Saranay,PH0203107021,PH0203107,PH02031,barangay_matched
ABEMIS1256,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Installation of Sitio Baliweswes SDIP,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),649104.00,Babadi Farmers Development Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Babadi,PH0205010005,PH0205010,PH02050,barangay_matched
ABEMIS1257,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Installation of Sitio Upper Mapaganat-Nagsabaran SDIP,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),649104.00,Sanguit Upland Farmers Multi-Purpose Cooperative,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Sanguit,PH0205008021,PH0205008,PH02050,barangay_matched
ABEMIS1258,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Installation of Sitio Taise SDIP,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),648331.00,Taise Vegetable Growers Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bulala,PH0205007003,PH0205007,PH02050,barangay_matched
ABEMIS1259,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Installation of Sitio Abuag SDIP,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),649344.00,Banila Agro-Forest Incorporated,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Banila,PH0205008003,PH0205008,PH02050,barangay_matched
ABEMIS1260,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,Installation of Acacia Highland Farmers Association SDIP,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2024,Cagayan Valley (Region II),373202.00,Acacia Highland Farmers Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Acacia,PH0205010001,PH0205010,PH02050,barangay_matched
ABEMIS1261,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),459819.44,Nangalisan Multi-Purpose,1.00,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Nangalisan,PH0205003006,PH0205003,PH02050,barangay_matched
ABEMIS1262,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),441462.40,"Northwest Solana Farmers Irrigators Association, Incorporation",1.00,Cagayan,3rd District,Solana,Bangag,PH0201527003,PH0201527,PH02015,barangay_matched
ABEMIS1263,Grain Silo,abemis_grain_silo_count,Postharvest and Processing,abemis_postharvest,Construction of Esperanza MPC Silo,Corn Program,DA - OSEC,Corn Program,2021,Cagayan Valley (Region II),2837305.81,Esperanza Multi-Purpose Cooperative,1.00,Isabela,5th District,Aurora,Esperanza East,PH0203103013,PH0203103,PH02031,barangay_matched
ABEMIS1264,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of Vizcaya Fresh! Organic Advocates Inc.'s Greenhouse,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1614072.69,Vizcaya Fresh! Organic Advocates Inc.,2.00,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Magsaysay,PH0205005010,PH0205005,PH02050,barangay_matched
ABEMIS1265,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Greenhouse with Hydroponic,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),351588.26,Shepherds Agriculture Cooperative - Cagayan Valley (Region II),1.00,Isabela,2nd District,Gamu,Upi,PH0203113025,PH0203113,PH02031,barangay_matched
