facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS0873,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Solana,Iraga,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Solana Fresh Water Fishery School
ABEMIS0874,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Iguig,Redondo,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Redondo Elementary School
ABEMIS0875,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Alcala,Carallangan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: CARALLANGAN ELEMENTARY SCHOOL
ABEMIS0876,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Nagtipunan,San Dionisio II,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - San Dionisio Nagtipunan (Cagayan Valley II)
ABEMIS0877,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Ballesteros,Cabayu,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Cabayu Elementary School
ABEMIS0878,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Alcala,Dalaoig,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Dalaoig Elementary School
ABEMIS0879,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Balagao,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ITAWES NAT'L AGR'L AND TECH'L SCHOOL - BULAGAO TUAO CAGAYAN (CAGAYAN VALLEY)
ABEMIS0880,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Maxingal,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: MAXINGAL ELEMENTARY SCHOOL - MAXINGAL LAL-LO CAGAYAN (CAGAYAN VALLEY)
ABEMIS0881,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Baculud,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: AMULUNG NATIONAL HIGH SCHOOL, BACULUD EXTENSION - BACULUD AMULUNG CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0882,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Solano,Quirino,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - QUIRINO, SOLANO"
ABEMIS0883,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Pata,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: TUAO VOC'L AND TECH'L SCHOOL, PATA ANNEX - PATA TUAO CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0884,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Capissayan Sur,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: CAPISSAYAN ELEMENTARY SCHOOL - CAPISSAYAN SUR GATTARAN, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0885,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Takiki,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ALBERTO C. ANTONIO PRIMARY SCHOOL - TAKIKI GATTARAN CAGAYAN (CAGAYAN VALLEY)
ABEMIS0886,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Cumao,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: CUMAO ELEMENTARY SCHOOL - CUMAO GATTARAN, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0887,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Nagatutuan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: NAGATUTUAN ELEMENTARY SCHOOL - NAGATUTUAN GATTARAN CAGAYAN (CAGAYAN VALLEY)
ABEMIS0888,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Malanao,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: MALANAO ELEMENTARY SCHOOL - MALANAO LAL-LO CAGAYAN (CAGAYAN VALLEY)
ABEMIS0889,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Bangag,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BANGAG ELEMENTARY SCHOOL - BANGAG LAL-LO CAGAYAN(CAGAYAN VALLEY)
ABEMIS0890,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Magapit,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: MAGAPIT NATIONAL HIGH SCHOOL - MAGAPIT LAL-LO CAGAYAN (CAGAYAN VALLEY)
ABEMIS0891,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gonzaga,Ipil,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: IPIL NATIONAL HIGH SCHOOL - IPIL GONZAGA CAGAYAN (CAGAYAN VALLEY)
ABEMIS0892,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Catayauan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: CATAYAUAN ELEMENTARY SCHOOL ,LAL-LO CENTRAL DISTRICT - CATAYAUAN LAL-LO CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0893,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Bagumbayan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BAGUMBAYAN CENTRAL SCHOOL - BGUMBAYAN LAL-LO CAGAYAN (CAGAYAN VALLEY)
ABEMIS0894,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Enrile,Barangay II (Pob.),,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ENRILE VOCATIONAL HIGH SCHOOL - CENTRO ENRILE CAGAYAN (CAGAYAN VALLEY)
ABEMIS0895,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Lal-lo,Bical,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BICAL ELEMENTARY SCHOOL - BICAL LALLO, CAGAYAN - (CAGAYAN VALLEY)"
ABEMIS0896,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,La Suerte,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BAYABAT NATIONAL HIGH SCHOOL, LA SUERTE EXTENSION - LA SUERTE AMULUNG CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0897,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Enrile,Lanna,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ENRILE WEST CENTRAL SCHOOL - BABARAN SAN JOSE, ENRILE, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0898,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Culong,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: TUAO VOC'L AND TECH'L SCHOOL, CULUNG ANNEX - CULUNG TUAO CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0899,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Pe?ablanca,Callao,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: DON SEVERINO PAGALILAUAN NATIONAL HIGH SCHOOL - CALLAO PENABLANCA, CAGAYAN (CAGUYAN VALLEY)"
ABEMIS0900,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Lasam,Ignacio Jurado (Finugu Sur),,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: IGNACIO B. JURADO ELEMENTARY SCHOOL - IGNACIO B. JURADO LASAM, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0901,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Lasam,Minanga Norte,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: MINANGA NORTE ELEMENTARY SCHOOL - MINANGA NORTE LASAM, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0902,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Alabug,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ITAWES NATIONAL HIGH SCHOOL - ALABUG TUAO WEST, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0903,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Aritao,Canarem,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - CANAREM, ARITAO"
ABEMIS0904,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Alcala,Masin,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: MASIN ELEMENTARY SCHOOL, - MASIN ALCALA, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0905,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Babayuan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BABAYUAN ELEMENTARY SCHOOL - BABAYUAN AMULUNG, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0906,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Anquiray,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ANQUIRAY ELEMENTARY SCHOOL - ANQUIRAY AMULUNG, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0907,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Agguirit,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: AGGUIRIT ELEMENTARY SCHOOL - AGGUIRIT AMULUNG, CAGAYAN (CAGAYAN V ALLEY)"
ABEMIS0908,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Estefania,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ESTEFANIA ELEMENTARY SCHOOL - ESTEFANIA AMULUNG, CAGAYAN - (CAGAYAN VALLEY)"
ABEMIS0909,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Aritao,Sta. Clara,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - STA. CLARA, ARITAO"
ABEMIS0910,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Baggao,Asassi,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: ASASSI ELEMENTARY SCHOOL - ASASSI BAGGAO, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0911,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Camalaniugan,Alilinu,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Alinunu Elementary School - Alinunu Camalaniugan, Cagayan (Cagayan Valley)"
ABEMIS0912,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Burgos,Cullalabo del Sur,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Culalabo Del Sur Burgos (Cagayan Valley II)
ABEMIS0913,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Camalaniugan,Catotoran Norte,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: CATOTORAN ELEMENTARY SCHOOL - CATOTORAN NORTE CAMALANIUGAN, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0914,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Unag,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: UNAG-ANNABUCULAN ELEMENTARY SCHOOL - UNAG AMULUNG, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0915,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Burgos,Bacnor East,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Bacnor East Burgos (Cagayan Valley Ii)
ABEMIS0916,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Burgos,Masigun,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Masigun Burgos (Cagayan Vallley II)
ABEMIS0917,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Burgos,Dalig,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Dalig Burgos (Cagayan Valley II)
ABEMIS0918,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Luna,Centro 2 (Pob.),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Centro 2 Luna (cagayan Valley Ii)
ABEMIS0919,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Luna,Lalog 1,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Lalog-1 Luna (Cagayan Valley II)
ABEMIS0920,GULAYAN SA PAARALAN,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Baggao,Bitag Peque?o,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BITAG PEQUENO ELEMENTARY SCHOOL - BITAG PEQUENO BAGGAO, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0921,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Luna,Pulay,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Pulay Luna (Cagayan valley II)
ABEMIS0922,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Luna,Mambabanga,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government unit - Mambabanga Luna (Cagayan Valley II)
ABEMIS0923,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,5th District,Luna,San Miguel,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - San Miguel Luna (Cagayan Valley II)
ABEMIS0924,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Pe?ablanca,Lapi,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BAUAN ELEMENTARY SCHOOL - BAUAN LAPI PENABLANCA, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0925,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,6th District,San Isidro,Camarag,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Camarag San Isidro (Cagayan Valley II)
ABEMIS0926,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,6th District,San Isidro,Patanad,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Patanad San Isidro (Cagayan Valley II)
ABEMIS0927,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,6th District,San Isidro,Rizal West (Pob.),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Rizal West San Isidro (Cagayan Valley II)
ABEMIS0928,Gualayan sa Baranagay,ABEMIS_FOOD_GARDEN,Isabela,6th District,San Isidro,Rizal East (Pob.),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Rizal East San Isidro (Cagayan Valley II)
ABEMIS0929,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Naguilian,Santo Tomas,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Sto. Tomas Naguilian (Cagayan Valley II)
ABEMIS0930,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Piat,Santo Domingo,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: STO. DOMINGO ELEMENTARY SCHOOL - STO. DOMINGO PIAT, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0931,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Naguilian,Tomines,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Tomines Naguilian (Cagayan Valley II)
ABEMIS0932,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Piat,Maguilling,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: STA. BARBARA-MAGUILLING ELEMENTARY SCHOOL - MAGUILLING PIAT, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0933,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Naguilian,Sunlife,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Sunlife Naguilian (Cagayan Valley II)
ABEMIS0934,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Reina Mercedes,Napaccu Grande,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Napaccu Grande (Cagayan Valley II)
ABEMIS0935,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Reina Mercedes,District II (Pob.),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - District II Reina Mercedes (Cagayan Valley II)
ABEMIS0936,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Reina Mercedes,Mallalatang Grande,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Mallatang Grande Reina Mercedes (Cagayan Valley II)
ABEMIS0937,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Reina Mercedes,Cutog Grande,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Cutog Grande Reina Mercedes (Cagayan Valley II)
ABEMIS0938,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Reina Mercedes,Turod,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Turod Reina Mercedes - (Cagayan Valley II)
ABEMIS0939,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Cabarroguis (Capital),Santo Domingo,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Sto. Domingo Cabarroquis (Cagayan Valley II)
ABEMIS0940,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Solana,Parug-parug,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: PAROG-PAROG ELEMENTARY SCHOOL - PAROG-PAROG SOLANA, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0941,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Diffun,Balagbag,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Balagbag Diffun (Cagayan Valley II)
ABEMIS0942,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Santo Ni?o (Faire),Santa Maria,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: STA. MARIA ELEMENTARY SCHOOL - STA. MARIA STO. NINO, CAGAYAN (CAGAYAN VALLEY)"
ABEMIS0943,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Santo Ni?o (Faire),Balanni,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: BALANNI ELEMENTARY SCHOOL - BALANNI STO. NINO, CAGAYAN (CAGAYAN VALLEY II)"
ABEMIS0944,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Lallayug,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: LALLAYUG ELEMENTARY SCHOOL - LALLAYUG TUAO, CAGAYAN (CAGAYAN VALLEY II)"
ABEMIS0945,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,Villalaida,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: School Garden | Beneficiary: VILLA LAIDA ELEMENTARY SCHOOL - VILLA LAIDA TUAO, CAGAYAN (CAGAYAN VALLEY II)"
ABEMIS0946,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,San Juan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: SAN JUAN ELEMENTARY SCHOOL - SAN JUAN TUAO CAGAYAN ( CAGAYAN VALLEY)
ABEMIS0947,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Aglipay,San Manuel,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - San Manuel Aglipay (Cagayan Valley II)
ABEMIS0948,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Aparri,Bulala Sur,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Bulala Sur Elementary School
ABEMIS0949,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Santo Ni?o (Faire),Niug Norte,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Niug Norte Sto. Nino (Cagayan Valley II)
