province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
ISABELA,RAMON,Cacao,1,0.88
ISABELA,RAMON,Cantaloupes- honey dew and other melon varieties,1,1.1
ISABELA,RAMON,Cassava (kamoteng kahoy),1,1.8
ISABELA,RAMON,Cattle,65,0
ISABELA,RAMON,Chickens,102,0
ISABELA,RAMON,Coconut,1,0.1
ISABELA,RAMON,Corn,142,238
ISABELA,RAMON,Dogs and cats,1,0
ISABELA,RAMON,Ducks,74,0
ISABELA,RAMON,Geese,3,0
ISABELA,RAMON,Goats,24,0
ISABELA,RAMON,Hito/Catfish,4,0.96
ISABELA,RAMON,Mahogany,1,0.03
ISABELA,RAMON,Mango,5,7.8
ISABELA,RAMON,Other animals (e.g.,2,0
ISABELA,RAMON,Other Fish,168,63.94
ISABELA,RAMON,Other fruit-bearing trees and vines,2,0.7
ISABELA,RAMON,Other fruit-bearing vegetables,3,1.32
ISABELA,RAMON,Other leafy vegetables,5,2.27
ISABELA,RAMON,Other leguminous plants,1,0.84
ISABELA,RAMON,Other poultry,1,0
ISABELA,RAMON,Other varieties of tobacco,1,1.2
ISABELA,RAMON,Pigs or swine,148,0
ISABELA,RAMON,Rice/Palay,4418,8546.62
ISABELA,RAMON,Sheep,3,0
ISABELA,RAMON,Tilapia,110,41.4
ISABELA,RAMON,Turkeys,4,0
ISABELA,RAMON,Water melon,1,2
ISABELA,REINA MERCEDES,Ampalaya,16,5.3
ISABELA,REINA MERCEDES,Banana,1,1
ISABELA,REINA MERCEDES,Beans - dry,1,0.1
ISABELA,REINA MERCEDES,Broccoli,1,0.5
ISABELA,REINA MERCEDES,Buffaloes (Carabaos),70,0
ISABELA,REINA MERCEDES,Cassava (kamoteng kahoy),2,1.3
ISABELA,REINA MERCEDES,Cattle,181,0
ISABELA,REINA MERCEDES,Chickens,417,0
ISABELA,REINA MERCEDES,Coconut,1,2
ISABELA,REINA MERCEDES,Corn,1523,1753.76
ISABELA,REINA MERCEDES,Cowpea,2,0
ISABELA,REINA MERCEDES,Dogs and cats,1,0
ISABELA,REINA MERCEDES,Ducks,234,0
ISABELA,REINA MERCEDES,Eggplant (talong),1,0
ISABELA,REINA MERCEDES,Geese,9,0
ISABELA,REINA MERCEDES,Goats,13,0
ISABELA,REINA MERCEDES,Kalamansi,1,1.4
ISABELA,REINA MERCEDES,Lime (Calamansi),1,0.5
ISABELA,REINA MERCEDES,Other crops for fiber production,22,8.65
ISABELA,REINA MERCEDES,Other Fish,1,0.06
ISABELA,REINA MERCEDES,Other fruit-bearing vegetables,63,26.91
ISABELA,REINA MERCEDES,Other leafy vegetables,14,4.49
ISABELA,REINA MERCEDES,Other leguminous plants,12,5.35
ISABELA,REINA MERCEDES,Other varieties of tobacco,102,90.65
ISABELA,REINA MERCEDES,Peanuts,4,1.8
ISABELA,REINA MERCEDES,Pigeons,2,0
ISABELA,REINA MERCEDES,Pigs or swine,176,0
ISABELA,REINA MERCEDES,Rice/Palay,1233,1343.06
ISABELA,REINA MERCEDES,Sheep,1,0
ISABELA,REINA MERCEDES,Squash (kalabasa),1,0.1
ISABELA,REINA MERCEDES,String beans - harvested green (sitao),2,0.6
ISABELA,REINA MERCEDES,Sugarcane,1,6
ISABELA,REINA MERCEDES,Tobacco (native),14,7.95
ISABELA,REINA MERCEDES,Tobacco (Virginia),1,1.25
ISABELA,REINA MERCEDES,Turkeys,3,0
ISABELA,ROXAS,Avocado,1,0.19
ISABELA,ROXAS,Banana,4,5.24
ISABELA,ROXAS,Buffaloes (Carabaos),37,0
ISABELA,ROXAS,Cattle,21,0
ISABELA,ROXAS,Chickens,25,0
ISABELA,ROXAS,Coconut,4,6.84
ISABELA,ROXAS,Corn,1444,1816.49
ISABELA,ROXAS,Dogs and cats,1,0
ISABELA,ROXAS,Ducks,34,0
ISABELA,ROXAS,Eggplant (talong),1,0.19
ISABELA,ROXAS,Geese,1,0
ISABELA,ROXAS,Goats,8,0
ISABELA,ROXAS,Hito/Catfish,2,0.26
ISABELA,ROXAS,Lemon,1,0.1
ISABELA,ROXAS,Lime (Calamansi),2,0.9
ISABELA,ROXAS,Mango,7,15.66
ISABELA,ROXAS,Mushroom,1,0.02
ISABELA,ROXAS,Other Fish,9,4.34
ISABELA,ROXAS,Other fruit-bearing trees and vines,9,3.81
ISABELA,ROXAS,Other fruit-bearing vegetables,68,40.64
ISABELA,ROXAS,Other leafy vegetables,22,7.56
ISABELA,ROXAS,Other leguminous plants,1,0.81
ISABELA,ROXAS,Other varieties of tobacco,1,0.98
ISABELA,ROXAS,Peanuts,1,0.2
ISABELA,ROXAS,Pigs or swine,26,0
ISABELA,ROXAS,Quail,1,0
ISABELA,ROXAS,Rabbits and hares,1,0
ISABELA,ROXAS,Rambutan,1,0.5
ISABELA,ROXAS,Rice/Palay,3957,7244.37
ISABELA,ROXAS,Sheep,1,0
ISABELA,ROXAS,Squash (kalabasa),1,0.3
ISABELA,ROXAS,Tamarind (sampaloc),1,0.1
ISABELA,ROXAS,Tilapia,7,2.76
ISABELA,ROXAS,Tobacco (native),3,1.87
ISABELA,ROXAS,Turkeys,1,0
ISABELA,SAN AGUSTIN,Ampalaya,1,0.5
ISABELA,SAN AGUSTIN,Avocado,1,7.5
ISABELA,SAN AGUSTIN,Banana,270,276.23
ISABELA,SAN AGUSTIN,Black Turtle Beans,1,1
ISABELA,SAN AGUSTIN,Buffaloes (Carabaos),1283,0
ISABELA,SAN AGUSTIN,Cacao,7,6.81
ISABELA,SAN AGUSTIN,Camote,6,4.35
ISABELA,SAN AGUSTIN,Cassava (kamoteng kahoy),626,623.57
ISABELA,SAN AGUSTIN,Cattle,430,0
ISABELA,SAN AGUSTIN,Chickens,1412,0
ISABELA,SAN AGUSTIN,Coconut,8,7.17
ISABELA,SAN AGUSTIN,Coffee - other varieties,1,0.25
ISABELA,SAN AGUSTIN,Corn,3221,5463.95
ISABELA,SAN AGUSTIN,Cowpea,1,0
ISABELA,SAN AGUSTIN,Dogs and cats,3,0
ISABELA,SAN AGUSTIN,Ducks,613,0
ISABELA,SAN AGUSTIN,Eggplant (talong),4,0.69
ISABELA,SAN AGUSTIN,"Forage grass (sacate, alfalfa, green corn stalk)",2,1.5
ISABELA,SAN AGUSTIN,Geese,23,0
ISABELA,SAN AGUSTIN,Ginger (luya),1,0.12
ISABELA,SAN AGUSTIN,Goats,120,0
ISABELA,SAN AGUSTIN,Green corn,1,1
ISABELA,SAN AGUSTIN,Guyabano,1,5
ISABELA,SAN AGUSTIN,Hito/Catfish,3,0.03
ISABELA,SAN AGUSTIN,Horses,5,0
ISABELA,SAN AGUSTIN,Lime (Calamansi),1,0
ISABELA,SAN AGUSTIN,Mango,8,16.8
ISABELA,SAN AGUSTIN,Other animals (e.g.,34,0
ISABELA,SAN AGUSTIN,Other Fish,10,1.6
ISABELA,SAN AGUSTIN,Other fruit-bearing trees and vines,2,0.5
ISABELA,SAN AGUSTIN,Other fruit-bearing vegetables,28,5.47
ISABELA,SAN AGUSTIN,Other leafy vegetables,9,3.63
ISABELA,SAN AGUSTIN,Other leguminous plants,1,2
ISABELA,SAN AGUSTIN,Other tubers - roots and bulbs,1,1
ISABELA,SAN AGUSTIN,Peanuts,8,3.49
ISABELA,SAN AGUSTIN,Pigeons,1,0
ISABELA,SAN AGUSTIN,Pigs or swine,452,0
ISABELA,SAN AGUSTIN,Rabbits and hares,1,0
ISABELA,SAN AGUSTIN,Rambutan,2,7.75
ISABELA,SAN AGUSTIN,Rice/Palay,2617,2477.24
ISABELA,SAN AGUSTIN,Sheep,1,0
ISABELA,SAN AGUSTIN,String beans - harvested green (sitao),4,0.9
ISABELA,SAN AGUSTIN,Sugarcane,1,1
ISABELA,SAN AGUSTIN,Tilapia,24,7.22
ISABELA,SAN AGUSTIN,Tobacco (native),2,1
ISABELA,SAN AGUSTIN,Turkeys,17,0
ISABELA,SAN AGUSTIN,Water melon,1,0.25
ISABELA,SAN GUILLERMO,Arrowroot,1,0.2
ISABELA,SAN GUILLERMO,Atis,1,0.5
ISABELA,SAN GUILLERMO,Banana,2272,1674.11
ISABELA,SAN GUILLERMO,Beans - dry,1,0.5
ISABELA,SAN GUILLERMO,Buffaloes (Carabaos),869,0
ISABELA,SAN GUILLERMO,Cacao,11,6.2
ISABELA,SAN GUILLERMO,Cassava (kamoteng kahoy),603,474.96
ISABELA,SAN GUILLERMO,Cattle,19,0
ISABELA,SAN GUILLERMO,Chickens,757,0
ISABELA,SAN GUILLERMO,Coconut,11,4.38
ISABELA,SAN GUILLERMO,Coffee - other varieties,2,1.75
ISABELA,SAN GUILLERMO,Corn,4127,6589.83
ISABELA,SAN GUILLERMO,Dogs and cats,73,0
ISABELA,SAN GUILLERMO,Dragon Fruit,1,0.5
ISABELA,SAN GUILLERMO,Ducks,333,0
ISABELA,SAN GUILLERMO,Durian,2,0.12
ISABELA,SAN GUILLERMO,Gabi tubers,1,0.8
ISABELA,SAN GUILLERMO,Geese,7,0
ISABELA,SAN GUILLERMO,Ginger (luya),6,2.35
ISABELA,SAN GUILLERMO,Gmelina Arborea,4,3
ISABELA,SAN GUILLERMO,Goats,40,0
ISABELA,SAN GUILLERMO,Guyabano,6,4.5
ISABELA,SAN GUILLERMO,Hito/Catfish,3,0.94
ISABELA,SAN GUILLERMO,Horses,3,0
ISABELA,SAN GUILLERMO,Kalamansi,2,2.3
ISABELA,SAN GUILLERMO,Lanzones,2,0.14
ISABELA,SAN GUILLERMO,Lime (Calamansi),1,3
ISABELA,SAN GUILLERMO,Lumbang,1,0.1
ISABELA,SAN GUILLERMO,Malunggay,1,0.25
ISABELA,SAN GUILLERMO,Mango,8,2.5
ISABELA,SAN GUILLERMO,Mongo (Mung Bean),1,0.25
ISABELA,SAN GUILLERMO,Orange (dalandan),1,1.2
ISABELA,SAN GUILLERMO,Other animals (e.g.,1,0
ISABELA,SAN GUILLERMO,Other Fish,12,1.35
ISABELA,SAN GUILLERMO,Other fruit-bearing trees and vines,20,24.9
ISABELA,SAN GUILLERMO,Other fruit-bearing vegetables,32,7.35
ISABELA,SAN GUILLERMO,Other industrial crops,1,1
ISABELA,SAN GUILLERMO,Other leafy vegetables,41,7.81
ISABELA,SAN GUILLERMO,Other tubers - roots and bulbs,2,0.75
ISABELA,SAN GUILLERMO,Pigeons,3,0
ISABELA,SAN GUILLERMO,Pigs or swine,406,0
ISABELA,SAN GUILLERMO,Pineapple,458,277.85
ISABELA,SAN GUILLERMO,Pomelo (suha),1,2
ISABELA,SAN GUILLERMO,Potato (patatas),2,0.8
ISABELA,SAN GUILLERMO,Rambutan,10,5
ISABELA,SAN GUILLERMO,Rice/Palay,3100,1932.57
ISABELA,SAN GUILLERMO,Sheep,9,0
ISABELA,SAN GUILLERMO,Squash (kalabasa),2,1
ISABELA,SAN GUILLERMO,Sugarcane,7,11.05
ISABELA,SAN GUILLERMO,Sweet peas - harvested green (sitsaro),1,3
ISABELA,SAN GUILLERMO,Taro,2,0.5
ISABELA,SAN GUILLERMO,Tiger Grass,3,1.15
ISABELA,SAN GUILLERMO,Tilapia,8,1.53
ISABELA,SAN GUILLERMO,Turkeys,11,0
ISABELA,SAN ISIDRO,Buffaloes (Carabaos),15,0
ISABELA,SAN ISIDRO,Cattle,42,0
ISABELA,SAN ISIDRO,Chickens,63,0
ISABELA,SAN ISIDRO,Corn,83,110.11
ISABELA,SAN ISIDRO,Ducks,47,0
ISABELA,SAN ISIDRO,Geese,2,0
ISABELA,SAN ISIDRO,Goats,20,0
ISABELA,SAN ISIDRO,Mango,1,4.7
ISABELA,SAN ISIDRO,Other animals (e.g.,1,0
ISABELA,SAN ISIDRO,Other Fish,22,5.79
ISABELA,SAN ISIDRO,Other fruit-bearing trees and vines,1,0.37
ISABELA,SAN ISIDRO,Other fruit-bearing vegetables,10,2.96
ISABELA,SAN ISIDRO,Other leafy vegetables,20,5.81
ISABELA,SAN ISIDRO,Papaya,1,1.5
ISABELA,SAN ISIDRO,Pigs or swine,37,0
ISABELA,SAN ISIDRO,Rice/Palay,2861,4536.44
ISABELA,SAN ISIDRO,Sheep,1,0
ISABELA,SAN ISIDRO,Squash (kalabasa),1,1.5
ISABELA,SAN ISIDRO,Sugarcane,2,5.23
ISABELA,SAN ISIDRO,Tilapia,13,2.27
ISABELA,SAN ISIDRO,Turkeys,1,0
ISABELA,SAN ISIDRO,Water melon,1,0.83
ISABELA,SAN MANUEL,Ampalaya,1,0.7
ISABELA,SAN MANUEL,Banana,5,1.27
ISABELA,SAN MANUEL,Beans - dry,1,0.24
ISABELA,SAN MANUEL,Buffaloes (Carabaos),71,0
ISABELA,SAN MANUEL,Cassava (kamoteng kahoy),1,0.25
ISABELA,SAN MANUEL,Cattle,58,0
ISABELA,SAN MANUEL,Chickens,263,0
ISABELA,SAN MANUEL,Corn,199,349.47
ISABELA,SAN MANUEL,Dogs and cats,1,0
ISABELA,SAN MANUEL,Ducks,192,0
ISABELA,SAN MANUEL,Eggplant (talong),1,0.5
ISABELA,SAN MANUEL,Geese,14,0
ISABELA,SAN MANUEL,Goats,33,0
ISABELA,SAN MANUEL,Kalamansi,1,1
ISABELA,SAN MANUEL,Lime (Calamansi),4,3.8
ISABELA,SAN MANUEL,Mango,1,0.02
ISABELA,SAN MANUEL,Okra,1,0.5
ISABELA,SAN MANUEL,Other fruit-bearing trees and vines,1,0.6
ISABELA,SAN MANUEL,Other fruit-bearing vegetables,1,0.19
ISABELA,SAN MANUEL,Other leafy vegetables,4,1.14
ISABELA,SAN MANUEL,Pigs or swine,181,0
ISABELA,SAN MANUEL,Rabbits and hares,1,0
ISABELA,SAN MANUEL,Rice/Palay,2699,5745.75
ISABELA,SAN MANUEL,Sheep,1,0
ISABELA,SAN MANUEL,String beans - harvested green (sitao),1,0
ISABELA,SAN MANUEL,Sugarcane,2,8.4
ISABELA,SAN MANUEL,Tilapia,3,0.33
ISABELA,SAN MANUEL,Tobacco (native),1,0.5
ISABELA,SAN MANUEL,Turkeys,13,0
ISABELA,SAN MARIANO,Acacia,1,1
ISABELA,SAN MARIANO,Ampalaya,1,0.5
ISABELA,SAN MARIANO,Banana,2530,2323.44
ISABELA,SAN MARIANO,Beans - dry,3,1
ISABELA,SAN MARIANO,Broccoli,1,0.5
ISABELA,SAN MARIANO,Buffaloes (Carabaos),1055,0
ISABELA,SAN MARIANO,Camote,1,1
ISABELA,SAN MARIANO,Cassava (kamoteng kahoy),2224,2177.48
ISABELA,SAN MARIANO,Castorbeans (tangantangan),1,0.5
ISABELA,SAN MARIANO,Cattle,52,0
ISABELA,SAN MARIANO,Chickens,953,0
ISABELA,SAN MARIANO,Coconut,11,13.09
ISABELA,SAN MARIANO,Coffee - other varieties,2,1.3
ISABELA,SAN MARIANO,Common beans (habitchuelas),1,0.25
ISABELA,SAN MARIANO,Corn,9405,16434.41
ISABELA,SAN MARIANO,Dogs and cats,61,0
ISABELA,SAN MARIANO,Dragon Fruit,1,0.25
ISABELA,SAN MARIANO,Ducks,299,0
ISABELA,SAN MARIANO,"Forage grass (sacate, alfalfa, green corn stalk)",4,2.75
ISABELA,SAN MARIANO,Geese,9,0
ISABELA,SAN MARIANO,Gemilina,2,1
ISABELA,SAN MARIANO,Ginger (luya),8,3.85
ISABELA,SAN MARIANO,Gmelina Arborea,6,4.25
ISABELA,SAN MARIANO,Goats,36,0
ISABELA,SAN MARIANO,Green corn,1,0.08
ISABELA,SAN MARIANO,Guyabano,1,1.5
ISABELA,SAN MARIANO,Hito/Catfish,4,1.15
ISABELA,SAN MARIANO,Horses,4,0
ISABELA,SAN MARIANO,Lime (Calamansi),2,0.62
ISABELA,SAN MARIANO,Mahogany,2,0.75
ISABELA,SAN MARIANO,Mandarin (dalanghita),1,0.5
ISABELA,SAN MARIANO,Mango,7,10.86
ISABELA,SAN MARIANO,Mongo (Mung Bean),3,1
ISABELA,SAN MARIANO,Narra,1,3
ISABELA,SAN MARIANO,Orange (dalandan),1,1
ISABELA,SAN MARIANO,Other animals (e.g.,1,0
ISABELA,SAN MARIANO,Other crops for fiber production,1,3
ISABELA,SAN MARIANO,Other Fish,29,7.39
ISABELA,SAN MARIANO,Other fruit-bearing trees and vines,12,11.64
ISABELA,SAN MARIANO,Other fruit-bearing vegetables,38,24.49
ISABELA,SAN MARIANO,Other industrial crops,2,2.02
ISABELA,SAN MARIANO,Other industrial permanent crops not elsewhere classified,1,0.5
ISABELA,SAN MARIANO,Other leafy vegetables,22,5.55
ISABELA,SAN MARIANO,Other varieties of tobacco,6,3.6
ISABELA,SAN MARIANO,Palm tree,1,1
ISABELA,SAN MARIANO,Peacock,1,0
ISABELA,SAN MARIANO,Peanuts,1,0.25
ISABELA,SAN MARIANO,Pigeons,1,0
ISABELA,SAN MARIANO,Pigs or swine,365,0
ISABELA,SAN MARIANO,Pineapple,6,3.25
ISABELA,SAN MARIANO,Potato (patatas),2,0.4
ISABELA,SAN MARIANO,Quail,1,0
ISABELA,SAN MARIANO,Rabbits and hares,1,0
ISABELA,SAN MARIANO,Rambutan,1,0.25
ISABELA,SAN MARIANO,Rice/Palay,4871,3107.98
ISABELA,SAN MARIANO,String beans - harvested green (sitao),1,0.25
ISABELA,SAN MARIANO,Sugarcane,176,668.03
ISABELA,SAN MARIANO,Taro,1,0.5
ISABELA,SAN MARIANO,Tilapia,54,13.72
ISABELA,SAN MARIANO,Tobacco (native),27,16.1
ISABELA,SAN MARIANO,Turkeys,14,0
ISABELA,SAN MARIANO,Ube,1,0.5
ISABELA,SAN MARIANO,Water melon,60,78.55
ISABELA,SAN MATEO,Ampalaya,1,0.05
ISABELA,SAN MATEO,Arrowroot,1,0.75
ISABELA,SAN MATEO,Banana,3,1.7
ISABELA,SAN MATEO,Beans - dry,1,0.02
ISABELA,SAN MATEO,Buffaloes (Carabaos),41,0
ISABELA,SAN MATEO,Cattle,157,0
ISABELA,SAN MATEO,Chickens,760,0
ISABELA,SAN MATEO,Coconut,3,40
ISABELA,SAN MATEO,Corn,222,315.76
ISABELA,SAN MATEO,Cowpea,1,0
ISABELA,SAN MATEO,Dogs and cats,4,0
ISABELA,SAN MATEO,Ducks,497,0
ISABELA,SAN MATEO,Eggplant (talong),1,0.8
ISABELA,SAN MATEO,Geese,21,0
ISABELA,SAN MATEO,Goats,89,0
ISABELA,SAN MATEO,Hito/Catfish,8,1.35
ISABELA,SAN MATEO,Kalamansi,1,20
ISABELA,SAN MATEO,Lettuce,1,0.06
ISABELA,SAN MATEO,Mango,5,59.1
ISABELA,SAN MATEO,Mongo (Mung Bean),11,8.1
ISABELA,SAN MATEO,Orchard,1,0.1
ISABELA,SAN MATEO,Other animals (e.g.,1,0
ISABELA,SAN MATEO,Other Fish,101,26.74
ISABELA,SAN MATEO,Other fruit-bearing trees and vines,1,0.2
ISABELA,SAN MATEO,Other fruit-bearing vegetables,33,14.02
ISABELA,SAN MATEO,Other leafy vegetables,15,3.06
ISABELA,SAN MATEO,Other leguminous plants,2,0.41
ISABELA,SAN MATEO,Other varieties of tobacco,2,3.29
ISABELA,SAN MATEO,Palm tree,1,0.5
ISABELA,SAN MATEO,Peanuts,3,2.07
ISABELA,SAN MATEO,Pechay,1,0.1
ISABELA,SAN MATEO,Pigs or swine,421,0
ISABELA,SAN MATEO,Rabbits and hares,2,0
ISABELA,SAN MATEO,Rice/Palay,5019,8867.86
ISABELA,SAN MATEO,Sheep,4,0
ISABELA,SAN MATEO,Squash (kalabasa),2,0.04
ISABELA,SAN MATEO,String beans - harvested green (sitao),7,0.36
ISABELA,SAN MATEO,Sugarcane,1,2
ISABELA,SAN MATEO,Tilapia,44,7.68
ISABELA,SAN MATEO,Tobacco (native),4,2.3
ISABELA,SAN MATEO,Tobacco (Virginia),1,0.9
ISABELA,SAN MATEO,Turkeys,14,0
ISABELA,SAN PABLO,Ampalaya,5,1.95
ISABELA,SAN PABLO,Buffaloes (Carabaos),465,0
ISABELA,SAN PABLO,Cattle,284,0
ISABELA,SAN PABLO,Chickens,90,0
ISABELA,SAN PABLO,Corn,3731,5140.33
ISABELA,SAN PABLO,Ducks,7,0
ISABELA,SAN PABLO,Eggplant (talong),2,0.5
ISABELA,SAN PABLO,Goats,3,0
ISABELA,SAN PABLO,Herbal/medicinal plants (banaba),1,0
ISABELA,SAN PABLO,Horses,1,0
ISABELA,SAN PABLO,Mango,2,8
ISABELA,SAN PABLO,Mongo (Mung Bean),5,2.45
ISABELA,SAN PABLO,Other fruit-bearing vegetables,8,8.55
ISABELA,SAN PABLO,Other leguminous plants,4,1
ISABELA,SAN PABLO,Other poultry,2,0
ISABELA,SAN PABLO,Pigeon pea,1,0
ISABELA,SAN PABLO,Pigs or swine,126,0
ISABELA,SAN PABLO,Rice/Palay,1661,1477.88
ISABELA,SAN PABLO,Squash (kalabasa),7,3.45
ISABELA,SAN PABLO,Tobacco (native),2,1
ISABELA,SAN PABLO,Tomato (kamatis),1,0.25
ISABELA,SAN PABLO,Water melon,2,1.8
ISABELA,SANTA MARIA,Ampalaya,1,0.5
ISABELA,SANTA MARIA,Buffaloes (Carabaos),68,0
ISABELA,SANTA MARIA,Camote,2,0.9
ISABELA,SANTA MARIA,Cassava (kamoteng kahoy),1,2.5
ISABELA,SANTA MARIA,Cattle,273,0
ISABELA,SANTA MARIA,Chickens,369,0
ISABELA,SANTA MARIA,Corn,1562,2025
ISABELA,SANTA MARIA,Dogs and cats,121,0
ISABELA,SANTA MARIA,Ducks,217,0
ISABELA,SANTA MARIA,Geese,5,0
ISABELA,SANTA MARIA,Goats,31,0
ISABELA,SANTA MARIA,Horses,8,0
ISABELA,SANTA MARIA,Other Fish,11,4.59
ISABELA,SANTA MARIA,Other fruit-bearing vegetables,14,4.47
ISABELA,SANTA MARIA,Other industrial crops,2,1.08
ISABELA,SANTA MARIA,Other leafy vegetables,12,3.08
ISABELA,SANTA MARIA,Other poultry,1,0
ISABELA,SANTA MARIA,Peanuts,4,1.97
ISABELA,SANTA MARIA,Pigs or swine,144,0
ISABELA,SANTA MARIA,Potato (patatas),5,5.55
ISABELA,SANTA MARIA,Quail,1,0
ISABELA,SANTA MARIA,Rice/Palay,1485,2001.5
ISABELA,SANTA MARIA,Sheep,2,0
ISABELA,SANTA MARIA,Sugarcane,36,249.92
ISABELA,SANTA MARIA,Tilapia,25,4.46
ISABELA,SANTA MARIA,Tobacco (native),1,0.58
ISABELA,SANTA MARIA,Turkeys,13,0
ISABELA,SANTA MARIA,Water melon,2,0.5
ISABELA,SANTO TOMAS,Ampalaya,1,1
ISABELA,SANTO TOMAS,Buffaloes (Carabaos),61,0
ISABELA,SANTO TOMAS,Cattle,264,0
ISABELA,SANTO TOMAS,Chickens,411,1
ISABELA,SANTO TOMAS,Corn,2592,3083.32
ISABELA,SANTO TOMAS,Dogs and cats,4,0
ISABELA,SANTO TOMAS,Ducks,52,0
ISABELA,SANTO TOMAS,Geese,1,0
ISABELA,SANTO TOMAS,Goats,6,0
ISABELA,SANTO TOMAS,Hito/Catfish,1,0.12
ISABELA,SANTO TOMAS,Other Fish,26,5.06
ISABELA,SANTO TOMAS,Other fruit-bearing trees and vines,3,0.42
ISABELA,SANTO TOMAS,Other fruit-bearing vegetables,84,12.49
ISABELA,SANTO TOMAS,Other leafy vegetables,47,7.4
ISABELA,SANTO TOMAS,Other leguminous plants,3,0.3
ISABELA,SANTO TOMAS,Other poultry,1,0
ISABELA,SANTO TOMAS,Other varieties of tobacco,5,6
ISABELA,SANTO TOMAS,Peanuts,8,3.45
ISABELA,SANTO TOMAS,Pigs or swine,167,0
ISABELA,SANTO TOMAS,Rice/Palay,2442,3644.7
ISABELA,SANTO TOMAS,Tilapia,13,2.12
ISABELA,SANTO TOMAS,Tobacco (native),5,3.75
ISABELA,SANTO TOMAS,Tobacco (Virginia),1,0.8
ISABELA,SANTO TOMAS,Turkeys,2,0
ISABELA,TUMAUINI,Banana,12,6.85
ISABELA,TUMAUINI,Buffaloes (Carabaos),79,0
ISABELA,TUMAUINI,Cantaloupes- honey dew and other melon varieties,1,0.4
ISABELA,TUMAUINI,Cassava (kamoteng kahoy),7,6.3
ISABELA,TUMAUINI,Cattle,380,0
ISABELA,TUMAUINI,Chickens,69,0
ISABELA,TUMAUINI,Coconut,1,0.25
ISABELA,TUMAUINI,Corn,5211,8063.68
ISABELA,TUMAUINI,crops for seed and seedling,1,0.25
ISABELA,TUMAUINI,Dragon Fruit,43,4.15
ISABELA,TUMAUINI,Ducks,28,0
ISABELA,TUMAUINI,Eggplant (talong),2,0.05
ISABELA,TUMAUINI,Geese,4,0
ISABELA,TUMAUINI,Goats,23,0
ISABELA,TUMAUINI,Hito/Catfish,1,2
ISABELA,TUMAUINI,Mango,9,9.59
ISABELA,TUMAUINI,Mongo (Mung Bean),1,1.5
ISABELA,TUMAUINI,Ornamental Flowers,7,1.52
ISABELA,TUMAUINI,Other animals (e.g.,1,0
ISABELA,TUMAUINI,Other Fish,3,3
ISABELA,TUMAUINI,Other fruit-bearing trees and vines,3,1.35
ISABELA,TUMAUINI,Other fruit-bearing vegetables,41,14
ISABELA,TUMAUINI,Other leafy vegetables,100,33.96
ISABELA,TUMAUINI,Other leguminous plants,4,0.83
ISABELA,TUMAUINI,Other poultry,2,0
ISABELA,TUMAUINI,Other varieties of tobacco,1,0.25
ISABELA,TUMAUINI,Pigs or swine,338,0
ISABELA,TUMAUINI,Rice/Palay,4617,6196.76
ISABELA,TUMAUINI,Sugarcane,3,7.9
ISABELA,TUMAUINI,Tilapia,7,2.08
ISABELA,TUMAUINI,Tobacco (native),43,36.02
ISABELA,TUMAUINI,Turkeys,1,0
ISABELA,TUMAUINI,Water melon,1,1
NUEVA VIZCAYA,ALFONSO CASTANEDA,Avocado,1,0.05
NUEVA VIZCAYA,ALFONSO CASTANEDA,Bamboo (Kawayan),1,0.15
NUEVA VIZCAYA,ALFONSO CASTANEDA,Banana,13,6.6
NUEVA VIZCAYA,ALFONSO CASTANEDA,Basil,1,0.5
NUEVA VIZCAYA,ALFONSO CASTANEDA,Beans - dry,91,36.26
NUEVA VIZCAYA,ALFONSO CASTANEDA,Bellpepper (Green/Red),26,10.63
NUEVA VIZCAYA,ALFONSO CASTANEDA,Black pepper,2,0.62
NUEVA VIZCAYA,ALFONSO CASTANEDA,Buffaloes (Carabaos),21,0
NUEVA VIZCAYA,ALFONSO CASTANEDA,Bush Sitao,1,0.05
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cabbage (repolyo),1,0.35
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cacao,2,1
NUEVA VIZCAYA,ALFONSO CASTANEDA,Camote,10,2.84
NUEVA VIZCAYA,ALFONSO CASTANEDA,Camote tops (talbos ng kamote),5,1.95
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cassava (kamoteng kahoy),8,4.7
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cattle,8,0
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cauliflower,1,0.5
NUEVA VIZCAYA,ALFONSO CASTANEDA,Chickens,53,0
NUEVA VIZCAYA,ALFONSO CASTANEDA,Chili (labuyo),48,16.17
NUEVA VIZCAYA,ALFONSO CASTANEDA,Coconut,11,10.86
NUEVA VIZCAYA,ALFONSO CASTANEDA,Coffee - other varieties,3,0.88
NUEVA VIZCAYA,ALFONSO CASTANEDA,Common beans (habitchuelas),11,4.12
NUEVA VIZCAYA,ALFONSO CASTANEDA,Corn,440,408.13
NUEVA VIZCAYA,ALFONSO CASTANEDA,Cucumber (pipino),22,7.03
NUEVA VIZCAYA,ALFONSO CASTANEDA,Dragon Fruit,59,37.25
NUEVA VIZCAYA,ALFONSO CASTANEDA,Ducks,20,0
NUEVA VIZCAYA,ALFONSO CASTANEDA,Eggplant (talong),5,2.23
