source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,activity,unit,physical_target,budget,length_km,allocation_method,source_note
cagayan_2.xlsx,FMR,Cagayan,II,Lasam,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy Gabun (Sitio Ballasiw) Phase II FMR, Brgy. Gabun, Lasam, Cagayan",Gabun,,15000.00,1.00,direct municipality row,"Concreting of Brgy Gabun (Sitio Ballasiw) Phase II FMR, Brgy. Gabun, Lasam, Cagayan"
cagayan_2.xlsx,FMR,Cagayan,II,Allacapan,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Matucay to Sinuttulan FMR, Brgy. Matucay, Allacapan, Cagayan",Matucay,,24000.00,1.60,direct municipality row,"Concreting of Brgy. Matucay to Sinuttulan FMR, Brgy. Matucay, Allacapan, Cagayan"
cagayan_2.xlsx,FMR,Cagayan,II,Allacapan,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Tubel Farm-to-Market Road, Brgy. Tubel, Allacapan, Cagayan",Tubel,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Tubel Farm-to-Market Road, Brgy. Tubel, Allacapan, Cagayan"
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2025,PRDP,,,,,Construction of Gagabutan West-Gagabutan East Potable Water System Level II,"Gagabutan West, Gagabutan East",,12000.00,669.00,direct municipality row,Construction of Gagabutan West-Gagabutan East Potable Water System Level II
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2025,PRDP,,,,,Construction of Iluru Norte-Iluru Sur Potable Water System Level II,"Iluru Norte, Iluru Sur",,12000.00,505.00,direct municipality row,Construction of Iluru Norte-Iluru Sur Potable Water System Level II
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2025,PRDP,,,,,Construction of Cambabangan-Nanauatan Potable Water System Level II,"Cambabangan, Nanauatan",,12000.00,220.00,direct municipality row,Construction of Cambabangan-Nanauatan Potable Water System Level II
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2026,PRDP,,,,,Construction of Gagabutan West-Gagabutan East Potable Water System Level II,"Gagabutan West, Gagabutan East",,12000.00,669.00,direct municipality row,Construction of Gagabutan West-Gagabutan East Potable Water System Level II
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2026,PRDP,,,,,Construction of Iluru Norte-Iluru Sur Potable Water System Level II,"Iluru Norte, Iluru Sur",,12000.00,505.00,direct municipality row,Construction of Iluru Norte-Iluru Sur Potable Water System Level II
cagayan_2.xlsx,PRDP,Cagayan,II,Rizal,2026,PRDP,,,,,Construction of Cambabangan-Nanauatan Potable Water System Level II,"Cambabangan, Nanauatan",,12000.00,220.00,direct municipality row,Construction of Cambabangan-Nanauatan Potable Water System Level II
cagayan_2.xlsx,SAAD,Cagayan,II,Santa Praxedes,2027,SAAD,,,,,"1. Orientations, Meetings, Assessments and Consultation conducted",,0.33,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Calayan,2027,SAAD,,,,,"1. Orientations, Meetings, Assessments and Consultation conducted",,0.33,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Rizal,2027,SAAD,,,,,"1. Orientations, Meetings, Assessments and Consultation conducted",,0.33,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Santa Praxedes,2027,SAAD,,,,,2.1. Capability Building activities conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Calayan,2027,SAAD,,,,,2.1. Capability Building activities conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Rizal,2027,SAAD,,,,,2.1. Capability Building activities conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Santa Praxedes,2027,SAAD,,,,,3.1. Beneficiary Profiling conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Calayan,2027,SAAD,,,,,3.1. Beneficiary Profiling conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Rizal,2027,SAAD,,,,,3.1. Beneficiary Profiling conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Santa Praxedes,2027,SAAD,,,,,3.2. Database Uploading conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Calayan,2027,SAAD,,,,,3.2. Database Uploading conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,SAAD,Cagayan,II,Rizal,2027,SAAD,,,,,3.2. Database Uploading conducted,number,2.67,0.00,,remarks municipality split,"Rizal, Santa Praxedes, Calayan           "
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,Upland Vegetables,kilograms,0.70,44.94,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,Lowland Vegetable,kilograms,13.70,74.17,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,Organic Fertilizers,kilograms,2000.00,20.00,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,Ube Planting Materials,kilograms,2000.00,600.00,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,d. Knapsack,No. of units,4.00,10.00,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,e. Grass Cutter,No. of units,1.00,25.00,,remarks municipality split,Sanchez Mira           
cagayan_2.xlsx,4Ks,Cagayan,II,Sanchez Mira,2027,4Ks,,,,,h. Garden Tools,No. of units,34.00,30.40,,remarks municipality split,Sanchez Mira           
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2025,Farm-to-Market Roads,,,,,"Concreting of Brgys. Annafatan-Namuccauan--Calintaan-Masical-Pacac-Pequeno-Pacac Grande FMR, Amulung, Cagayan",Annafatan-Nanuccauan--Calintaan-Masical-Pacac Pequeño-Pacac Grande,,15000.00,1.00,direct municipality row,"Concreting of Brgys. Annafatan-Namuccauan--Calintaan-Masical-Pacac-Pequeno-Pacac Grande FMR, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2025,Farm-to-Market Roads,,,,,"Concreting of Malacabibi-Agguirit FMR, Amulung, Cagayan",Malacabibi and Agguirit,,15000.00,1.00,direct municipality row,"Concreting of Malacabibi-Agguirit FMR, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Iraga- Malacabibi FMR, Solana, Cagayan",Iraga and Malacabibi,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Iraga- Malacabibi FMR, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Mambacag FMR, Brgy. Mambacag, Tuao, Cagayan",Mambacag,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Mambacag FMR, Brgy. Mambacag, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Dadda-Brgy. Magogod-Brgy. Gangauan FMR, Brgy. Dadda, Brgy. Magogod and Brgy. Gangauan, Amulung, Cagayan",Magogod and Gangauan,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Dadda-Brgy. Magogod-Brgy. Gangauan FMR, Brgy. Dadda, Brgy. Magogod and Brgy. Gangauan, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Masical- Brgy. Calintaan FMR Phase II, Brgy. Masical and Brgy. Calintaan, Amulung, Cagayan",Masical- Calintaan,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Masical- Brgy. Calintaan FMR Phase II, Brgy. Masical and Brgy. Calintaan, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Caratacat FMR, Brgy. Caratacat, Amulung, Cagayan",Caratacat,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Caratacat FMR, Brgy. Caratacat, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Liwan Norte to Brgy. II FMR, Enrile, Cagayan",Liwan Norte and Brgy. II,,13200.00,0.88,direct municipality row,"Concreting of Brgy. Liwan Norte to Brgy. II FMR, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Iraga-Brgy. Maguirig FMR, Brgy. Iraga and Brgy. Maguirig, Solana, Cagayan",Iraga and Brgy. Maguirig,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Iraga-Brgy. Maguirig FMR, Brgy. Iraga and Brgy. Maguirig, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Cattaran FMR, Brgy. Cattaran , Solana, Cagayan",Cattaran,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Cattaran FMR, Brgy. Cattaran , Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. Dassun FMR, Brgy. Dassun, Solana, Cagayan",Dassun,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Dassun FMR, Brgy. Dassun, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2026,Farm-to-Market Roads,,,,,"Concreting of Brgy. San Vicente FMR, Brgy. San Vicente, Tuao, Cagayan",San Vicente,,15000.00,1.00,direct municipality row,"Concreting of Brgy. San Vicente FMR, Brgy. San Vicente, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Pe?ablanca,2027,Farm-to-Market Roads,,,,,"Concreting of Cabasan FMR, Brgy. Cabasan, Peñablanca, Cagayan",Cabasan,,15000.00,1.00,direct municipality row,"Concreting of Cabasan FMR, Brgy. Cabasan, Peñablanca, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Divisoria-Carague Lake FMR, Brgy. Divisoria, Enrile, Cagayan",Divisoria,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Divisoria-Carague Lake FMR, Brgy. Divisoria, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Pe?ablanca,2027,Farm-to-Market Roads,,,,,"Concreting of Purok 7, Cabasan FMR, Brgy. Cabasan, Peñablanca, Cagayan",Cabasan,,15000.00,1.00,direct municipality row,"Concreting of Purok 7, Cabasan FMR, Brgy. Cabasan, Peñablanca, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,,,,,"Concreting of Liwan Norte- San Antonio FMR, Brgy. Liwan Norte and Brgy. San Antonio, Enrile, Cagayan",Liwan Norte and San Antonio,,20000.00,1.50,direct municipality row,"Concreting of Liwan Norte- San Antonio FMR, Brgy. Liwan Norte and Brgy. San Antonio, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,,,,,"Concreting of Centro Northwest- Nangalisan FMR Phase 1, Brgy. Centro Northwest and Brgy. Nangalisan, Solana, Cagayan",Centro Northwest and Nangalisan,,15000.00,1.00,direct municipality row,"Concreting of Centro Northwest- Nangalisan FMR Phase 1, Brgy. Centro Northwest and Brgy. Nangalisan, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,,,,,"Concreting of Gadu- Padul FMR, Brgy. Gadu and Brgy. Padul, Solana, Cagayan",Gadu and Padul,,30000.00,2.00,direct municipality row,"Concreting of Gadu- Padul FMR, Brgy. Gadu and Brgy. Padul, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Tuao,2027,Farm-to-Market Roads,,,,,"Concreting of Bicok-Malalinta Malummin FMR, Brgy. Bicok, Tuao, Cagayan",Bicok,,15000.00,1.00,direct municipality row,"Concreting of Bicok-Malalinta Malummin FMR, Brgy. Bicok, Tuao, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Amulung,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. La Suerte FMR, Brgy. La Suerte, Amulung, Cagayan",La Suerte,,15000.00,1.00,direct municipality row,"Concreting of Brgy. La Suerte FMR, Brgy. La Suerte, Amulung, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Enrile,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. San Antonio FMR, Brgy.San Antonio, Enrile, Cagayan",San Antonio,,15000.00,1.00,direct municipality row,"Concreting of Brgy. San Antonio FMR, Brgy.San Antonio, Enrile, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,,,,,"Concreting of Brgy. Centro Northwest FMR, Brgy. Centro Northwest, Solana, Cagayan",Centro Northwest,,36000.00,2.40,direct municipality row,"Concreting of Brgy. Centro Northwest FMR, Brgy. Centro Northwest, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,,,,,"Concreting of Iraga FMR, Brgy. Iraga, Solana, Cagayan",Iraga,,15000.00,1.00,direct municipality row,"Concreting of Iraga FMR, Brgy. Iraga, Solana, Cagayan"
cagayan_3.xlsx,FMR,Cagayan,III,Solana,2027,Farm-to-Market Roads,,,,,"Concreting of Centro - Nangalisan FMR Phase 2, Brgy. Nangalisan, Solana, Cagayan",Nangalisan,,15225.00,1.01,direct municipality row,"Concreting of Centro - Nangalisan FMR Phase 2, Brgy. Nangalisan, Solana, Cagayan"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasi, Brgy. San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela",Rang-Ayan(Bintacan),,15000.00,1.00,direct municipality row,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,,,,,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela",Riena Mercedes,,15000.00,1.00,direct municipality row,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,,,,,Concreting of Sto. Niño-Lalauanan FMR,Sto. Niño,,40000.00,3.90,direct municipality row,Concreting of Sto. Niño-Lalauanan FMR
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,"Concreting Of Cabisera 25 Fmr Phase I, Brgy.Cabisera 25, Ilagan City, Isabela",Cabisera 25,,15000.00,1.00,direct municipality row,"Concreting Of Cabisera 25 Fmr Phase I, Brgy.Cabisera 25, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,,,,,"Concreting Of Annafunan Fmr, Brgy. Annafunan, Tumauini, Isabela",Annafunan,,18000.00,1.20,direct municipality row,"Concreting Of Annafunan Fmr, Brgy. Annafunan, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,,,,,"Concreting Of San Isidro West Fmr, Brgy. San Isidro West, Sta. Maria, Isabela",San Isidro West,,15000.00,1.00,direct municipality row,"Concreting Of San Isidro West Fmr, Brgy. San Isidro West, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting Of Brgy Anao-Ngarag-Cubag Fmr, Brgy. Anao, Cabagan, Isabela",Anao,,15000.00,1.15,direct municipality row,"Concreting Of Brgy Anao-Ngarag-Cubag Fmr, Brgy. Anao, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,Concreting of Malasin-San Antonio FMR,San Antonio,,15000.00,1.00,direct municipality row,Concreting of Malasin-San Antonio FMR
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,,,,,Concreting of Brgy. Simanu Norte FMR Phase II,Simanu Norte,,10000.00,0.67,direct municipality row,Concreting of Brgy. Simanu Norte FMR Phase II
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,,,,,Concreting of Bayabo East FMR,Bayabo East,,15000.00,1.00,direct municipality row,Concreting of Bayabo East FMR
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,Concreting of Villa Imelda FMR,Imelda,,30000.00,2.00,direct municipality row,Concreting of Villa Imelda FMR
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,,,,,Concreting of Brgy. Malasin- Brgy. Fely FMR,Malasin- Fely,,15000.00,1.00,direct municipality row,Concreting of Brgy. Malasin- Brgy. Fely FMR
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,,,,,Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR,San Isidro West - Divisoria,,30000.00,2.00,direct municipality row,Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Malasin-San Antonio FMR, Brgy. Sitio Malasin, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasin, San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Malasin-San Antonio FMR, Brgy. Sitio Malasin, Brgy. San Antonio, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Tallag Proper- Sitio Punta FMR, Brgy. Tallag, Cabagan, Isabela","Proper- Sitio Punta ,Tallag",,30000.00,2.00,direct municipality row,"Concreting of Tallag Proper- Sitio Punta FMR, Brgy. Tallag, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Pilig Alto FMR, Brgy. Pilig Alto, Cabagan, Isabela",Pilig Alto,,20000.00,1.33,direct municipality row,"Concreting of Brgy. Pilig Alto FMR, Brgy. Pilig Alto, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Sitio Pelo, Brgy. Cansan FMR, Brgy. Cansan, Cabagan, Isabela","Sitio Pelo , Cansan",,15000.00,1.00,direct municipality row,"Concreting of Sitio Pelo, Brgy. Cansan FMR, Brgy. Cansan, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Cansan- Brgy. Balasig FMR, Brgy. Cansan and Brgy. Balasig, Cabagan, Isabela",Cansan -Balasig,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Cansan- Brgy. Balasig FMR, Brgy. Cansan and Brgy. Balasig, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,,,,,"Concreting of Bayabo East FMR, Brgy. Bayabo East, Tumauini, Isabela",Bayabo East,,15000.00,1.00,direct municipality row,"Concreting of Bayabo East FMR, Brgy. Bayabo East, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2025,Farm-to-Market Roads,,,,,"Concreting of Caligayan FMR, Brgy. Caligayan, Tumauini, Isabela",Caligayan,,15000.00,1.00,direct municipality row,"Concreting of Caligayan FMR, Brgy. Caligayan, Tumauini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,"Concreting of Villa Imelda FMR, Brgy. Imelda, Ilagan City, Isabela",Imelda,,20000.00,1.33,direct municipality row,"Concreting of Villa Imelda FMR, Brgy. Imelda, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Gayong- Gayong Sur FMR, Brgy. Gayong- Gayong Sur, Ilagan City, Isabela",Gayong- Gayong Sur,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Gayong- Gayong Sur FMR, Brgy. Gayong- Gayong Sur, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Aggasian- Brgy.Salindingan FMR, Brgy. Aggasian- Brgy. Salindingan, Ilagan City, Isabela",Aggasin-Salindingan,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Aggasian- Brgy.Salindingan FMR, Brgy. Aggasian- Brgy. Salindingan, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,,,,,"Concreting of Rodeo Arena Poblacion-Sitio Antagan FMR, Brgy. Poblacion & Dalena, San Pablo, Isabela","Rodeo Arena Poblacion-Sitio Antagan , Brgy. Poblacion & Dalena",,15000.00,1.00,direct municipality row,"Concreting of Rodeo Arena Poblacion-Sitio Antagan FMR, Brgy. Poblacion & Dalena, San Pablo, Isabela"
isabela_1.xlsx,FMR,Isabela,I,San Pablo,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman, San Pablo, Isabela","Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman",,10000.00,0.67,direct municipality row,"Concreting of Brgy. Annanuman- Brgy. Dalena FMR Phase III, Brgy. Annanuman, San Pablo, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Malasin- Brgy. Fely FMR, Brgy. Malasin- Fely, Maconacon, Isabela",Malasin- Fely,,15000.00,1.00,direct municipality row,"Concreting of Brgy. Malasin- Brgy. Fely FMR, Brgy. Malasin- Fely, Maconacon, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR, Brgy. San Isidro West - Brgy. Divisoria, Sta. Maria, Isabela",San Isidro West - Divisoria,,20000.00,1.33,direct municipality row,"Concreting of Brgy. San Isidro West - Brgy. Divisoria FMR, Brgy. San Isidro West - Brgy. Divisoria, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Santa Maria,2025,Farm-to-Market Roads,,,,,"Concreting of Brgy. Calamagui North FMR Phase II, Brgy. Calamagui North, Sta. Maria, Isabela",Calamagui North,,10000.00,0.67,direct municipality row,"Concreting of Brgy. Calamagui North FMR Phase II, Brgy. Calamagui North, Sta. Maria, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,,,,,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela","Sitio Malasi, Brgy. San Antonio",,15000.00,1.00,direct municipality row,"Concreting of Sitio Malasi-San Antonio FMR, Brgy. San Antonio, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2026,Farm-to-Market Roads,,,,,"Concreting Of Cabisera 25 FMR Phase I, Brgy.Cabisera 25, Ilagan City, Isabela",Cabisera 25,,15000.00,1.00,direct municipality row,"Concreting Of Cabisera 25 FMR Phase I, Brgy.Cabisera 25, Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,,,,,"Concreting Of Brgy Anao-Ngarag-Cubag FMR, Brgy. Anao, Cabagan, Isabela",Anao,,15000.00,1.00,direct municipality row,"Concreting Of Brgy Anao-Ngarag-Cubag FMR, Brgy. Anao, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2026,Farm-to-Market Roads,,,,,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela",Rang-Ayan(Bintacan),,15000.00,1.00,direct municipality row,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Bintacan), Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Ilagan City (Capital),2026,Farm-to-Market Roads,,,,,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Ballacong), Ilagan City, Isabela",Rang-Ayan-Ballacong,,15000.00,1.00,direct municipality row,"Concreting of Rang-Ayan FMR, Brgy. Rang-ayan ( Ballacong), Ilagan City, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Maconacon,2026,Farm-to-Market Roads,,,,,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela",Riena Mercedes,,15000.00,1.00,direct municipality row,"Concreting of Kamanggaan-Mundura-Sitio Diaduan FMR , Brgy. Reina Mercedes, Maconacon, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Tumauini,2026,Farm-to-Market Roads,,,,,"Concreting of Sto. Niño-Lalauanan FMR ,Tumuini, Isabela",Sto. Niño-Lalauanan,,15000.00,1.00,direct municipality row,"Concreting of Sto. Niño-Lalauanan FMR ,Tumuini, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,,,,,"Concreting Of Vidad, Masipi East Fmr,Sitio Vidad, Brgy. Masipi East, Cabagan, Isabela","Sitio Vidad, Brgy. Masipi East",,25650.00,1.71,direct municipality row,"Concreting Of Vidad, Masipi East Fmr,Sitio Vidad, Brgy. Masipi East, Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,,,,,"Concreting Of Masipi West Fmr Phase 1, Brgy. Masipi West,Cabagan, Isabela",Masipi West,,12000.00,0.80,direct municipality row,"Concreting Of Masipi West Fmr Phase 1, Brgy. Masipi West,Cabagan, Isabela"
isabela_1.xlsx,FMR,Isabela,I,Cabagan,2026,Farm-to-Market Roads,,,,,"Concreting Of Masipi West Fmr Phase 2,Brgy. Masipi West,Cabagan, Isabela",Masipi West,,6000.00,0.40,direct municipality row,"Concreting Of Masipi West Fmr Phase 2,Brgy. Masipi West,Cabagan, Isabela"
